Symbol,Datetime,Open,Close,reason,prev_close,gap_pct_raw
HUN,2014-07-07,28.16,27.66,r2_split_like,283.1,-90.05298481102085
HWKN,2021-03-02,32.61,31.92,r2_split_like,63.94,-48.999061620269
ICE,2016-11-04,53.91,53.37,r2_split_like,269.47,-79.99406241882212
IDXX,2015-06-16,66.4,66.44,r2_split_like,132.44,-49.864089398973114
IESC,2013-06-17,3.38,4.99,r2_split_like,5.13,-34.1130604288499
IMMX,2022-01-03,7.05,5.78,r2_split_like,3.56,98.03370786516852
INBX,2024-05-30,13.85,15.86,r2_split_like,34.11,-59.3960715332747
INNV,2011-03-24,0.4,0.4,r2_split_like,0.2,100.0
INNV,2016-01-07,0.047,0.047,r2_split_like,0.07,-32.85714285714286
ISPNF,2025-08-06,0.076,0.0954,r2_split_like,0.1143,-33.50831146106737
ISRG,2017-10-06,362.0904,361.4704,r2_split_like,1089.6809,-66.77096937277692
ISRG,2021-10-05,325.93,330.07,r2_split_like,970.501,-66.41631487242155
LAR,2017-11-08,7.65,7.65,r2_split_like,1.5299,400.0326818746323
LBTYK,2014-03-04,18.8916,18.6773,r2_split_like,37.1,-49.07924528301887
LBUY,2024-09-04,0.001,0.001,r2_split_like,0.0005,100.0
LBUY,2024-09-27,0.01,0.0201,r2_split_like,0.015,-33.33333333333333
LBUY,2024-10-01,0.03,0.02,r2_split_like,0.02,49.999999999999986
LBUY,2024-10-16,0.015,0.015,r2_split_like,0.0225,-33.33333333333333
LBUY,2024-10-21,0.001,0.001,r2_split_like,0.015,-93.33333333333333
LBUY,2024-10-24,0.01,0.01,r2_split_like,0.002,400.0
LBUY,2024-10-29,0.005,0.005,r2_split_like,0.01,-50.0
LBUY,2024-12-06,0.015,0.016,r2_split_like,0.0225,-33.33333333333333
LBUY,2024-12-16,0.01,0.016,r2_split_like,0.02,-50.0
LBUY,2024-12-19,0.0135,0.014,r2_split_like,0.02,-32.5
LBUY,2025-01-27,0.02,0.0136,r2_split_like,0.0135,48.14814814814815
LBUY,2025-03-05,0.0269,0.019,r2_split_like,0.018,49.44444444444446
LBUY,2025-05-16,0.018,0.024,r2_split_like,0.027,-33.333333333333336
LDOS,2013-09-30,43.85,45.52,r2_split_like,17.8107,146.20031778649914
LEU,2014-09-30,10.0,10.21,r2_split_like,0.83,1104.8192771084339
LKQ,2012-09-19,18.96,18.74,r2_split_like,37.63,-49.61466914695722
LNT,2016-05-20,35.8,35.91,r2_split_like,71.48,-49.916060436485736
LUCYW,2022-10-20,0.49,0.4511,r2_split_like,0.33,48.48484848484848
LUCYW,2022-10-26,0.33,0.3,r2_split_like,0.49,-32.6530612244898
LUCYW,2022-12-19,0.066,0.1,r2_split_like,0.1297,-49.113338473400155
LUCYW,2023-06-26,0.1836,0.1836,r2_split_like,0.1234,48.784440842787696
LUCYW,2023-07-12,0.22,0.2101,r2_split_like,0.1479,48.74915483434753
MANH,2014-01-13,30.43,31.26,r2_split_like,121.81,-75.01847138986946
MARA,2012-06-01,0.5,0.75,r2_split_like,1.0,-50.0
MC,2014-08-29,35.21,36.29,r2_split_like,17.58,100.28441410693974
MCHP,2021-10-13,71.5,70.25,r2_split_like,140.99,-49.28718348819066
MDCLF,2026-01-23,34.39,34.39,r2_split_like,6.98,392.6934097421203
MDRX,2025-08-26,3.25,4.95,r2_split_like,4.85,-32.98969072164948
MGA,2010-11-26,48.76,48.82,r2_split_like,96.51,-49.476738161848516
