ticker,event_date,event_type,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,news_same_day,news_prev_day,news_sources,news_titles_same_day,news_titles_prev_day,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
CYTK,2023-12-27,news_gap,45.71,73.65,83.44,61.1245,82.5421,13.2926,1.3128,4.9645,46.5589,16.6264,99.9716,2023-12-28,82.64,83.24,0.726,79.99,73.09,-4.1347,-12.4041,True,True,pr,"[pr] Cytokinetics Announces Positive Results From  SEQUOIA-HCM, the Pivotal Phase 3 Clinical Trial of Aficamten  in Patients With Obstructive Hypertrophic Cardiomyopathy","[pr] Cytokinetics to Host Investor Call on December 27 to Discuss the Topline Results from SEQUOIA-HCM, the Pivotal Phase 3 Clinical Trial of Aficamten in Patients with Obstructive Hypertrophic Cardiomyopathy",Healthcare,Biotechnology,9308832730.0,1843972100.32,1.8B,65331641.88,10382689520.0,10B-100B,1B-10B
CVNA,2023-12-04,news_gap,35.2,38.36,40.07,8.9773,13.8352,4.4578,2.4939,5.5138,3.5997,2.5092,98.4337,2023-12-05,38.76,38.76,0.0,46.59,43.8,16.2715,9.3087,False,True,pr,,[pr] Carvana Crowns 2023 PPA Tour Point Winners Ben Johns and Anna Leigh Waters,Consumer Cyclical,Auto - Dealerships,79902910760.0,895061701.64,895M,233617936.74,43436570806.8,10B-100B,10B-100B
CVNA,2023-11-14,news_gap,28.64,31.38,33.21,9.567,15.9567,5.8317,2.0966,5.2945,4.5631,3.0138,98.6642,2023-11-15,33.6,34.16,1.6667,50.62,42.21,52.424,27.1003,False,True,pr,,[pr] Carvana Debuts Same Day Vehicle Delivery In Greater Atlanta Area,Consumer Cyclical,Auto - Dealerships,79902910760.0,457067337.03,457M,173415233.1,36000212540.4,10B-100B,10B-100B
MDB,2023-11-07,news_gap,332.35,355.01,369.04,6.8181,11.0396,3.952,1.5183,2.6203,4.4906,4.2131,99.1453,2023-11-08,372.0,370.04,-0.5269,384.24,378.73,4.1188,2.6257,False,True,pr,,[pr] MongoDB and AWS Collaborate to Optimize Amazon CodeWhisperer Suggestions for Developers Building Applications on MongoDB,Technology,Software - Infrastructure,24811680375.0,1432250513.68,1.4B,352339320.51,29659570244.08,10B-100B,10B-100B
ROKU,2023-11-02,news_gap,59.7,70.86,78.05,18.6935,30.737,10.1468,1.8229,2.8083,10.2551,10.945,99.9348,2023-11-03,79.45,84.75,6.6709,104.48,87.91,33.8629,12.6329,False,True,pr,,[pr] Roku Releases Third Quarter 2023 Financial Results,Communication Services,Entertainment,18850152164.0,3148132232.7,3.1B,341591292.7,11527497187.5,10B-100B,10B-100B
CVNA,2023-11-02,news_gap,25.99,28.33,29.92,9.0035,15.1212,5.6124,1.9771,4.7409,4.554,3.1895,98.5357,2023-11-03,28.7,32.28,12.4739,40.07,46.59,33.9238,55.7152,True,False,pr,"[pr] Carvana Announces Record Third Quarter Results for Total Gross Profit per Unit, Net Income, and Adjusted EBITDA",,Consumer Cyclical,Auto - Dealerships,79902910760.0,415683377.12,416M,173415233.1,32433795820.800003,10B-100B,10B-100B
GRMN,2023-11-01,news_gap,102.53,106.68,113.53,4.0476,10.7286,6.4211,0.4105,0.9694,9.8596,11.0669,99.4253,2023-11-02,114.46,114.45,-0.0087,123.64,124.15,8.9051,9.3544,True,False,pr,[pr] Garmin announces third quarter 2023 results,,Technology,"Hardware, Equipment & Parts",46701625926.0,306245812.64,306M,61762017.745,21894965067.18,10B-100B,10B-100B
TT,2023-11-01,news_gap,190.31,200.57,213.5,5.3912,12.1854,6.4466,0.5766,1.6034,9.3503,7.5996,99.9713,2023-11-02,215.5,213.11,-1.109,227.53,235.96,6.5714,10.5199,True,True,pr,[pr] Trane Technologies Reports Strong Results and Raises 2023 Revenue and EPS Guidance,[pr] Trane Technologies Named one of TIME’s World’s Best Companies of 2023 and a Best Workplace for Women by FORTUNE,Industrials,Construction,103378804374.0,786215244.5,786M,243157191.05,47195344339.5,10B-100B,100B+
WTW,2023-10-26,news_gap,207.74,220.0,229.08,5.9016,10.2725,4.1273,0.4255,1.0903,13.8711,9.4213,99.9137,2023-10-27,228.57,228.92,0.1531,245.04,239.3,6.967,4.4613,True,False,pr,[pr] WTW Reports Third Quarter 2023 Earnings,,Financial Services,Insurance - Brokers,28852570000.0,293136495.0,293M,117751172.56,21636142342.08,10B-100B,10B-100B
SPOT,2023-10-24,news_gap,154.61,163.98,170.63,6.0604,10.3616,4.0554,1.0988,2.0305,5.5155,5.1029,99.3567,2023-10-25,169.94,161.82,-4.7782,181.2,189.59,6.1947,11.1118,True,False,pr,[pr] Spotify Technology S.A. Releases Financial Results for Third Quarter 2023,,Communication Services,Internet Content & Information,101349883630.1577,1279491578.16,1.3B,224697703.215,35121284790.0,10B-100B,100B+
NOC,2023-10-09,news_gap,423.24,448.8,471.61,6.0391,11.4285,5.0824,0.5619,1.194,10.7475,9.572,99.9422,2023-10-10,473.86,465.12,-1.8444,467.7,477.48,-0.8291,1.2447,True,False,pr,[pr] Northrop Grumman’s Integrated Battle Command System Tested In Homeland Defense Scenarios,,Industrials,Aerospace & Defense,96506710650.3147,1350850915.79,1.4B,341778172.735,66984183130.0,10B-100B,10B-100B
JBL,2023-09-28,news_gap,105.18,111.55,124.95,6.0563,18.7963,12.0126,0.9379,1.6888,6.4571,11.1302,99.5949,2023-09-29,126.96,126.89,-0.0551,122.55,130.68,-1.9208,4.5858,True,False,pr,[pr] Jabil Posts Fourth Quarter and Fiscal Year 2023 Results,,Technology,"Hardware, Equipment & Parts",37010452400.0,885521649.6,886M,116930280.285,13182599850.0,10B-100B,10B-100B
CSL,2023-09-11,news_gap,251.36,263.02,278.37,4.6388,10.7455,5.8361,0.6186,1.3164,7.4993,8.1627,99.6805,2023-09-12,276.4,280.68,1.5485,263.37,262.6,-5.3885,-5.6651,False,True,pr,,[pr] Carlisle Companies Announces September 2023 Events with the Financial Community,Industrials,Construction,14429551539.0,296380539.0,296M,87139975.415,11264269887.0,10B-100B,10B-100B
MELI,2023-08-03,news_gap,1164.81,1225.0,1323.11,5.1674,13.5902,8.009,1.0649,2.6217,4.8525,5.1838,98.9464,2023-08-04,1321.32,1296.16,-1.9042,1421.64,1228.28,7.4468,-7.1672,False,True,pr,,"[pr] MercadoLibre, Inc. Second Quarter 2023 Letter to Shareholders || [pr] MercadoLibre, Inc. Reports Second Quarter 2023 Financial Results",Consumer Cyclical,Specialty Retail,84465560993.3638,2109897361.5,2.1B,635015098.2,67077948476.02,10B-100B,10B-100B
