Symbol,Description,Price,Price - Currency,Pre-market Change %,Price Change % 1 day,Post-market Change %,Market capitalization,Market capitalization - Currency,Price to earnings ratio,Price * Volume (Turnover) 1 day,Price * Volume (Turnover) 1 day - Currency,Price * Volume (Turnover) 1 month,Price * Volume (Turnover) 1 month - Currency,Upcoming earnings date,"Net income growth %, Quarterly QoQ","Revenue growth %, Quarterly QoQ",Industry,Sector
U,Unity Software Inc.,18.25,USD,-1.8388318009734985,-1.2979989183342264,-0.37205479452055684,7902023880,USD,,300639148.5,USD,7879271771.75,USD,2026-05-12,28.80533704753011,6.900332543586583,Packaged software,Technology services
FLR,Fluor Corporation,53.69,USD,0.5488266464799378,1.608629825889467,0.5960141553361897,7869056756,USD,,230759136.79,USD,2526214309.71,USD,2026-05-01,-125.68149210903874,23.990498812351543,Engineering & construction,Industrial services
JXN,Jackson Financial Inc.,115.62,USD,,1.6528925619834798,0,7858674968.000001,USD,,115800829.68,USD,1084030920.96,USD,2026-05-12,-368.42105263157896,40.3954802259887,Life/Health insurance,Finance
UEC,Uranium Energy Corp.,16.25,USD,-0.8131595282433285,0.8690254500310403,-0.9089230769230794,7854882927,USD,,135405140,USD,2219868560,USD,2026-03-18,61.773621174035185,,Other metals/Minerals,Non-energy minerals
MHK,"Mohawk Industries, Inc.",127,USD,,-0.9051186017478126,0.4094488188976347,7851312915.999999,USD,21.454877183498326,126034165,USD,1695389040,USD,2026-04-23,-61.39705882352941,-2.113927263497589,Building products,Producer manufacturing
FPS,"Forgent Power Solutions, Inc.",33.99,USD,0,-0.0294117647058765,-0.588408355398655,7846512983.1,USD,,37068848.190000005,USD,2477860870.98,USD,,59.41729024040758,83.92862940141417,Electrical products,Producer manufacturing
ESAB,ESAB Corporation,128.63,USD,,-1.5084226646248078,0,7809251621.999999,USD,34.89501383538603,53121874.66,USD,1187257858.49,USD,2026-05-06,-32.376270195189704,-0.9423709718415323,Industrial machinery,Producer manufacturing
TFPM,Triple Flag Precious Metals Corp.,37.71,USD,-0.08172160174339727,2.724053391446472,-0.3182179793158246,7789434151.8172455,USD,31.628427190865757,31245223.86,USD,337722690.06,USD,2026-05-12,27.42832034004823,30.665163205826996,Precious metals,Non-energy minerals
MOH,Molina Healthcare Inc,151,USD,-2.1856449001619054,1.861845655693464,-0.3310596026490044,7776500000,USD,17.652353842017277,304949634,USD,5616407854,USD,2026-04-29,-302.53164556962025,-0.8887339897185675,Managed health care,Health services
LBRDK,Liberty Broadband Corporation,53.58,USD,,-0.7042253521126808,0,7686785264.999999,USD,,71954778.78,USD,1077642430.92,USD,2026-05-01,-1960.3896103896104,,Wireless telecommunications,Communications
LBRDA,Liberty Broadband Corporation,53.45,USD,,-0.7428040854224671,0,7686785264.999999,USD,,8558253.65,USD,133812876.75,USD,2026-05-01,-1960.3896103896104,,Wireless telecommunications,Communications
IDA,"IDACORP, Inc.",139.89,USD,,1.1496746203904373,0,7679826169.999999,USD,23.679666869794836,52322776.919999994,USD,1038598476.6599998,USD,2026-04-30,-64.95656436590403,-22.78694498341126,Electric utilities,Utilities
EPAM,"EPAM Systems, Inc.",138.85,USD,-0.8192009198045318,-0.222765162402991,-0.1440403312927538,7670437924,USD,20.619551819896344,335255546.59999996,USD,3288014653.6,USD,2026-04-30,2.376048532055123,0.9448691275576909,Information technology services,Technology services
PEGA,Pegasystems Inc.,45.36,USD,-0.22341376228776014,1.3404825737265447,0,7667823080,USD,21.32781643784089,118182350.16,USD,2166444902.16,USD,2026-04-29,440.9417950373582,32.24518159171365,Information technology services,Technology services
KRYS,"Krystal Biotech, Inc.",261.8,USD,,-0.331214070887427,1.9977081741787477,7652986770,USD,38.250807241061906,90007101.8,USD,1239767513.6000001,USD,2026-05-11,-35.23593523593524,9.514314928425357,Biotechnology,Health technology
RGEN,Repligen Corporation,135.68,USD,,-1.1222853811397697,0,7637528357,USD,5279.377431906615,102162562.56,USD,1548608373.76,USD,2026-02-24,0.30270415713709137,3.5308116644549967,Pharmaceuticals: major,Health technology
QRVO,"Qorvo, Inc.",82.24,USD,-0.3812569179682724,1.1437707539047997,0,7624114995,USD,22.625729063497303,89199066.55999999,USD,1537915797.12,USD,2026-05-06,37.1721445114253,-6.192141165400559,Semiconductors,Electronic technology
GSAT,"Globalstar, Inc.",60.1,USD,-1.4563928873835723,1.7781541066892539,1.108485856905152,7622988671.000001,USD,,34457193.1,USD,427080336.2,USD,2026-02-27,-94.3252811328613,9.973491392148686,Wireless telecommunications,Communications
MBLY,Mobileye Global Inc.,9.05,USD,-1.4145810663764853,-1.5233949945592906,0.11049723756905842,7614502824.999999,USD,,27173892.000000004,USD,779177388.45,USD,2026-04-23,-32.291666666609736,-11.50793650797478,Packaged software,Technology services
VICR,Vicor Corporation,170.01,USD,-15.598010991886943,11.233970164878295,-0.005882006940762841,7591393851,USD,65.15540566435442,294442699.14,USD,1616418867.87,USD,2026-04-28,64.47405627032377,-2.8608170399282757,Electronic components,Electronic technology
DOX,Amdocs Limited,70.17,USD,,0.5012890289315505,0,7574818967,USD,13.63000660425003,139226331.93,USD,2060185235.55,USD,2026-05-13,63.524581490338825,0.5459834570490115,Information technology services,Technology services
AMTM,"Amentum Holdings, Inc.",30.97,USD,0.2498438475952476,-3.279200499687708,0,7554671905.000001,USD,76.92498758072529,55823889.55,USD,1263944573.97,USD,2026-05-12,10,-17.528662420382165,Aerospace & defense,Electronic technology
TKR,Timken Company (The),108.16,USD,,0.9803006255251583,0.19415680473373517,7521911339.000001,USD,26.34001412463775,61093202.559999995,USD,1634538039.68,USD,2026-05-06,-10.1010101010101,-3.984098176475672,Industrial machinery,Producer manufacturing
MTCH,"Match Group, Inc.",31.83,USD,,3.714565004887576,0,7514114143,USD,13.339759440090525,96482809.53,USD,2493556247.79,USD,2026-05-05,30.42009592594666,-3.966968362910503,Internet software/Services,Technology services
GXO,"GXO Logistics, Inc.",65.59,USD,,1.5325077399380949,0,7509614218,USD,218.05186170212767,87651852.4,USD,1711694162.43,USD,2026-05-12,-27.11864406779661,3.2989690721649487,Air freight/Couriers,Transportation
COMP,"Compass, Inc.",10.3,USD,0.09587727708532873,-1.2464046021092907,-0.3883495145631158,7460244083.999999,USD,,141582976,USD,2949526900.5,USD,2026-02-26,-111.6751269035533,-10.370945814721305,Packaged software,Technology services
ROAD,"Construction Partners, Inc.",131.9,USD,-0.007621370322398693,0.5258745522444918,1.0538286580742884,7454377882,USD,60.29989942397368,50316156.800000004,USD,1369571383.3,USD,2026-05-08,-69.58635319073714,-10.04390736668041,Engineering & construction,Industrial services
FND,"Floor & Decor Holdings, Inc.",68.99,USD,2.8281911675740927,4.34059286146399,0.3043919408610059,7442317600.000001,USD,35.846409643562296,392746961.9,USD,2675427715.6499996,USD,2026-04-30,-31.31156129933636,-4.2267790393946045,Home improvement chains,Retail trade
BTSG,"BrightSpring Health Services, Inc.",41.06,USD,,0.6372549019607969,0.34072089624938445,7405265476.999999,USD,68.5475792988314,42585666.42,USD,864220040.1600001,USD,2026-02-27,97.94384571752694,5.922042076463498,Medical/Nursing services,Health services
EXP,Eagle Materials Inc,235.3,USD,,0.3839590443686031,0,7395982272.000001,USD,17.819277838361806,104531083.80000001,USD,1811620112.9,USD,2026-05-14,-25.097719514059236,-12.983130538764701,Construction materials,Non-energy minerals
PJT,PJT Partners Inc.,151.63,USD,,-0.7592119903135001,0,7371412896,USD,22.821751629265062,31460495.66,USD,906782578.16,USD,2026-05-05,33.93910489721127,19.69836253307477,Investment banks/Brokers,Finance
AXTA,Axalta Coating Systems Ltd.,34.48,USD,,-0.4043905257076851,0.08700696055684785,7357133074,USD,19.81836992757788,71443973.67999999,USD,1710716304.1599998,USD,2026-04-27,-45.45454545454545,-2.018633540372671,Industrial specialties,Process industries
FORM,"FormFactor, Inc.",94.56,USD,0,2.470741222366711,-1.6497461928934036,7330016547.999999,USD,136.01841196777906,94728033.12,USD,2080539095.52,USD,2026-05-06,48.30097087378641,6.161064950956206,Semiconductors,Electronic technology
BIO,"Bio-Rad Laboratories, Inc.",271.3,USD,,-0.22066936373665536,0,7324595943,USD,9.718162540119213,69746346.60000001,USD,1270879076.5,USD,2026-04-30,,6.1562021439509955,Medical specialties,Health technology
FRHC,Freedom Holding Corp.,119.65,USD,,6.8017495313755285,0,7321447785.000001,USD,3036.802030456853,17611881.75,USD,206996175.10000002,USD,2026-06-12,96.88282843934816,5.397944457260078,Investment banks/Brokers,Finance
NUVL,"Nuvalent, Inc.",100.5,USD,0.1057082452431284,-3.421103209686721,0,7307024905.999999,USD,,55958400,USD,686245657.5,USD,2026-03-04,-22.863335775139735,,Pharmaceuticals: major,Health technology
CRUS,"Cirrus Logic, Inc.",142.14,USD,0.2740751300876775,1.3186969848171604,-0.7949908540875162,7250190250.999999,USD,18.719380498340616,68320443.83999999,USD,1764482323.0199997,USD,2026-05-06,6.621781817076506,3.5054192812321734,Semiconductors,Electronic technology
MUSA,Murphy USA Inc.,389.99,USD,0.9541358507711267,-1.5599363909432835,0,7228599790,USD,16.05749554290138,115287283.84,USD,2514988181.4700003,USD,2026-05-05,9.237875288683602,-7.170254403131116,Specialty stores,Retail trade
FSS,Federal Signal Corporation,118.74,USD,,1.3139931740614266,0,7220410480,USD,30.996136577216244,43372516.019999996,USD,572029950,USD,2026-02-25,-4.621848739495799,-1.7003188097768331,Motor vehicles,Consumer durables
ALGM,"Allegro MicroSystems, Inc.",38.93,USD,-0.6894649751792609,7.363485934914511,0,7213373948.999999,USD,,217986510.64,USD,1765600465.3,USD,2026-05-07,27.304801349900277,6.960530859473433,Semiconductors,Electronic technology
ESE,ESCO Technologies Inc.,276.56,USD,,1.3931661533949302,0,7161731734,USD,54.355345911949684,71084769.92,USD,1065064917.52,USD,2026-05-13,-37.64181699630515,-17.867775906361118,Electronic equipment/Instruments,Electronic technology
LAD,"Lithia Motors, Inc.",293.65,USD,-2.008072653884974,-1.2277161116717235,0,7121020753,USD,9.130169824578859,101422011.6,USD,1562341920.3,USD,2026-04-22,-36.987563334868724,-4.9401599867711194,Specialty stores,Retail trade
FSV,FirstService Corporation,155.75,USD,,-0.19864154812251844,0,7119680747.094413,USD,48.75950039341013,22821268.75,USD,676073058.5,USD,2026-04-29,-29.984649988692137,-1.8638819380801535,Real estate development,Finance
VOYA,"Voya Financial, Inc.",74.72,USD,0,0.4031174415479672,-0.30781584582441646,7110573356.000001,USD,11.882195789071941,45155985.92,USD,1230813917.28,USD,2026-05-05,-27.083333333333332,-0.7988721804511277,Life/Health insurance,Finance
BIO.B,"Bio-Rad Laboratories, Inc.",261.83,USD,,1.8595603968099486,,7058126918.851334,USD,9.378940279688216,13091.5,USD,527587.45,USD,2026-04-30,,6.1562021439509955,Medical specialties,Health technology
ORA,"Ormat Technologies, Inc.",115.92,USD,-0.48313202832153135,-3.4402332361515997,0,7045825180.999999,USD,52.96052631578947,100890160.56,USD,1243901005.2,USD,2026-02-25,-13.937816444412752,6.71273149928638,Electric utilities,Utilities
GTES,Gates Industrial Corporation plc,27.6,USD,,-0.6121714079942318,0,7006417351,USD,28.538930824113333,43699963.2,USD,1321696656,USD,2026-05-06,-37.086903304773564,0.0584316933504733,Industrial machinery,Producer manufacturing
AN,"AutoNation, Inc.",201.47,USD,,0.17900651384813543,0,6993132692,USD,11.810880525266738,95320896.69,USD,1840219324.14,USD,2026-04-16,-19.9907019990702,-1.5374996447551652,Specialty stores,Retail trade
PSN,Parsons Corporation,65.53,USD,-1.3650841801911202,-0.6067040800849471,3.7692659850450156,6935106385.000001,USD,29.810754253480123,75209763.95,USD,1340135681.6,USD,2026-05-06,-13.318154172449834,-1.1058438179051246,Information technology services,Technology services
GKOS,Glaukos Corporation,120.27,USD,,2.707087959009395,0,6907675766,USD,,90950459.13,USD,1393631992.56,USD,2026-05-06,-723.4674388515804,7.177037075866615,Medical specialties,Health technology
CWAN,"Clearwater Analytics Holdings, Inc.",23.3,USD,0.3000428632661821,-0.1285897985426386,-0.027467811158795256,6905439690.000001,USD,,233676049.5,USD,4757623341.900001,USD,2026-05-06,-16.7489114658926,6.0196967480863925,Packaged software,Technology services
KYMR,"Kymera Therapeutics, Inc.",87.4,USD,,1.0404624277456713,0.6864988558352337,6900144502.000001,USD,,91478608.4,USD,985285109.0000001,USD,2026-02-26,-7.258464510402798,-75.91495294527711,Biotechnology,Health technology
LEA,Lear Corporation,134.75,USD,,0.5521975971942461,0,6835524066,USD,16.56178560015732,56213927,USD,1285672522.75,USD,2026-05-05,-23.56746765249538,5.431529279199972,Auto parts: OEM,Producer manufacturing
HXL,Hexcel Corporation,89.94,USD,,3.1540314256222044,0,6823785286,USD,65.37762593588718,104794220.58,USD,1569817796.6399999,USD,2026-04-27,125.24271844660196,8.563782337198928,Aerospace & defense,Electronic technology
CAMT,Camtek Ltd.,148.1,USD,-0.124028983615117,-3.3226711926365975,0.6076975016880525,6777983125,USD,159.76267529665586,129723900.1,USD,1199413767.5,USD,2026-05-07,,1.6913638061256633,Electronic components,Electronic technology
SNEX,StoneX Group Inc.,128.67,USD,,3.043164891487133,0,6750455014,USD,19.184720213511458,33294391.859999996,USD,871864960.5899999,USD,2026-05-13,62.71186440677966,19.27023178787712,Investment banks/Brokers,Finance
SLAB,"Silicon Laboratories, Inc.",204.64,USD,,-0.07324576395332082,0,6744101250,USD,,151143215.84,USD,4920598268.16,USD,2026-04-29,72.98711755233495,1.071364424099146,Semiconductors,Electronic technology
EQPT,EquipmentShare.com Inc,31.55,USD,0.2814814814814781,-6.518518518518516,-0.09381933438986392,6742674807,USD,,25296916.2,USD,378885716.8,USD,2026-02-25,-87.29838709677419,-39.22477625394373,Internet software/Services,Technology services
QBTS,D-Wave Quantum Inc.,18.06,USD,-2.3219814241486034,-6.811145510835916,-0.3322259136212554,6740576667.000001,USD,,480646672.79999995,USD,6834765823.2,USD,2026-02-26,16.340861416729915,20.807754442649433,Computer processing hardware,Electronic technology
MKTX,"MarketAxess Holdings, Inc.",181.23,USD,,0.29330381848367526,0,6736592378.999999,USD,27.22397476340694,68117289.03,USD,1807871101.26,USD,2026-05-13,35.29247829148087,-0.5570276661822948,Investment banks/Brokers,Finance
CHE,Chemed Corp,475.41,USD,-0.12708902586262158,0.6989896422443946,0,6733800025.999999,USD,25.13654556894428,59252249.940000005,USD,1151957889.03,USD,2026-02-25,22.37250681043185,0.9861053203145453,Hospital/Nursing management,Health services
OLLI,"Ollie's Bargain Outlet Holdings, Inc.",108.71,USD,,-0.7214611872146176,0,6667461460.000001,USD,30.06194347657762,132647289.74,USD,1314426307.46,USD,2026-03-25,-24.690915022019247,-9.702953104674227,Department stores,Retail trade
RYTM,"Rhythm Pharmaceuticals, Inc.",99.78,USD,,-3.27646374563784,-2.786129484866708,6658923333,USD,,64037905.980000004,USD,1008723515.28,USD,2026-02-26,-13.449991422199348,5.764710733577997,Pharmaceuticals: major,Health technology
POWL,"Powell Industries, Inc.",546.82,USD,-1.1857707509881448,1.9501827131031462,0,6639643519,USD,35.52301635765978,115477447.60000001,USD,2737922818.6200004,USD,2026-05-05,-19.506028782574873,-15.705258353664469,Electrical products,Producer manufacturing
GPGI,"GPGI, Inc.",22.87,USD,,1.554174067495566,0,6618930561.000001,USD,,46293705.57,USD,700715279.33,USD,2026-03-11,-568.6928229665072,,Commercial printing/Forms,Commercial services
VSEC,VSE Corporation,227.78,USD,,1.3932784331181818,0,6559462070,USD,175.539457459926,96305384,USD,3022297335.54,USD,2026-02-25,-77.1704766536965,3.957536406027802,Engineering & construction,Industrial services
FBIN,"Fortune Brands Innovations, Inc.",54.32,USD,,0.4066543438077613,0,6525915627.999999,USD,21.98300283286119,202725553.52,USD,2999426930.64,USD,2026-04-23,7.909604519774012,-6.239122868082144,Building products,Producer manufacturing
TXNM,"TXNM Energy, Inc.",59.05,USD,,0.3569000679809547,1.0838272650296368,6431806001,USD,34.50996435041786,136394989.1,USD,993828919.75,USD,2026-02-23,502.73631840796025,28.808964611281397,Electric utilities,Utilities
ENS,EnerSys,173.21,USD,0,-2.058241447554417,0,6383027012,USD,21.44139237215751,106995974.04,USD,1637291947.6100001,USD,2026-05-27,32.074065413731624,-3.380686775585891,Electrical products,Producer manufacturing
DBX,"Dropbox, Inc.",25.48,USD,-6.025070764253951,3.03275374039628,-0.8634222919937161,6380900334,USD,13.722533390779837,187124228.20000002,USD,1827452685.24,USD,2026-04-30,-12.197092084006462,0.2837326607818411,Data processing services,Technology services
VIAV,Viavi Solutions Inc.,27.53,USD,-0.6076718571971006,4.557538928978363,1.0533962949509594,6370148779,USD,,145600939.3,USD,1814056974.72,USD,2026-05-05,-124.76635514018693,23.470411233701103,Information technology services,Technology services
BLCO,Bausch + Lomb Corporation,17.94,USD,,1.6430594900850013,0,6356468272,USD,,6587352.720000001,USD,122573543.04,USD,2026-05-06,-107.1428571435084,9.67993754913484,Medical specialties,Health technology
ORLA,Orla Mining Ltd.,18.69,USD,1.1331444759206961,5.892351274787551,0.8352059925093556,6352660253.96953,USD,156.24634254816135,36928449.6,USD,543053724.36,USD,2026-03-19,-0.570648243860507,1.4292639999670473,Precious metals,Non-energy minerals
VSAT,"ViaSat, Inc.",46.5,USD,-0.5235602094240881,1.4397905759162228,1.7204301075268755,6316160362,USD,,83928129,USD,1285881193.5,USD,2026-05-26,,1.4157331143236043,Telecommunications equipment,Electronic technology
KMX,CarMax Inc,44.5,USD,-0.13458950201883169,-0.1794526693584529,-1.5056179775280938,6309950752,USD,14.718528808626049,108567273,USD,2154119777,USD,2026-04-14,-34.77007276311099,-11.892658389655647,Specialty stores,Retail trade
MIRM,"Mirum Pharmaceuticals, Inc.",105.16,USD,,-0.31282586027111414,0,6296976318,USD,,63745363,USD,949300141.68,USD,2026-02-25,,4.088899323081727,Pharmaceuticals: major,Health technology
LOAR,Loar Holdings Inc.,67.14,USD,,-0.17841213202498446,0,6285812380,USD,101.55800937830888,42092684.46,USD,817547263.5600001,USD,2026-02-26,65.17680847244658,2.9466468490858735,Aerospace & defense,Electronic technology
WULF,TeraWulf Inc.,15.01,USD,-1.1635423400129379,-2.9734970911441554,-0.37908061292472095,6284415186,USD,,407629301.82,USD,8799225572.22,USD,2026-02-26,-2377.1366358192704,6.176001343521706,Data processing services,Technology services
TTAN,"ServiceTitan, Inc.",66.54,USD,-1.454165422514189,-0.6569125111973689,-1.5629696423204182,6231246913,USD,,131659836.78000002,USD,2002730435.2200003,USD,2026-03-12,-22.659425911559346,2.907613072694457,Packaged software,Technology services
AUGO,Aura Minerals Inc.,74.59,USD,0.6094104308389918,5.7114512471655345,-2.744201635608001,6230838627,USD,,44209865.95,USD,1059551397.5400001,USD,2026-02-26,-30.943905732279177,30.13925938352642,Other metals/Minerals,Non-energy minerals
LLYVK,"Liberty Live Holdings, Inc. - Series C Liberty Live Group",97.65,USD,1.0068507369732187,1.359767490139093,0,6230070000,USD,,55069619.85,USD,516554047.8,USD,2026-02-26,-947.0588235294118,,Internet software/Services,Technology services
PAYC,"Paycom Software, Inc.",114.71,USD,-1.2011265738899957,-4.978462557985425,0.07845872199459805,6225896315,USD,14.182389159516331,222182257.83999997,USD,3840911441.5699997,USD,2026-05-05,2.8003613369467026,10.338536387593757,Packaged software,Technology services
BEPC,Brookfield Renewable Corporation,42.83,USD,-1.4837494112105571,0.8714083843617462,0,6205429808,USD,,26391289.209999997,USD,587137496.31,USD,2026-02-23,83.55382470733673,-2.6713187126630262,Electric utilities,Utilities
OTEX,Open Text Corporation,24.76,USD,-0.04043671653862338,0.12131014961585579,0,6204924716.127547,USD,14.292411895304275,55462449.52,USD,1160530713.92,USD,2026-04-30,17.730721579473826,5.766916864768694,Packaged software,Technology services
APPF,"AppFolio, Inc.",172.23,USD,,-2.352874475564126,0,6198525851.999999,USD,44.382312013606146,71144940.63,USD,1215852862.56,USD,2026-04-23,18.62925756404922,-0.46560498570299935,Information technology services,Technology services
ACA,"Arcosa, Inc.",126.32,USD,,1.4292596756062204,0,6195367527,USD,41.81950605839899,29080506.16,USD,364386714.24,USD,2026-02-26,22.31543624161074,8.264350658162572,Construction materials,Non-energy minerals
SSRM,SSR Mining Inc.,30.46,USD,-0.06870491240123523,4.637581587083481,0.2626395272488453,6193318244.623171,USD,16.40745579785084,234760306.82,USD,2007667031.4,USD,2026-05-06,184.74133123910542,38.85522809924579,Precious metals,Non-energy minerals
AVTR,"Avantor, Inc.",9.03,USD,0.32573289902279434,-1.954397394136824,0.33222591362127507,6158964669,USD,,103206597.05999999,USD,1884930019.9799998,USD,2026-04-24,,2.4510407685675575,Medical specialties,Health technology
ESTC,Elastic N.V.,58.12,USD,-0.8862391234289465,-6.348694811472775,-0.5505849965588443,6124266738.999999,USD,,155399338.04,USD,1792319845.56,USD,2026-02-26,-108.4461244563671,1.9728477586638669,Packaged software,Technology services
GLBE,Global-E Online Ltd.,36.08,USD,-1.131346578366456,-0.4415011037527695,-1.5798226164079832,6113226583,USD,94.6236559139785,98034844.16,USD,1646971072.56,USD,2026-05-19,373.7313206407897,52.48597013321286,Internet retail,Retail trade
DLB,Dolby Laboratories,63.98,USD,,-0.42023346303502435,0,6112637284,USD,25.807752813521034,57247128.68,USD,816657674.6999999,USD,2026-04-30,8.098191843022784,12.924722497264057,Packaged software,Technology services
ENPH,"Enphase Energy, Inc.",46.56,USD,-0.5875706214689221,5.220338983050852,-0.38509450171822357,6103961048.999999,USD,36.07065385807252,266848769.28,USD,6902892899.04,USD,2026-04-28,-41.90551937333054,-16.350288845519422,Semiconductors,Electronic technology
VIRT,"Virtu Financial, Inc.",39.82,USD,,1.1430022860045792,0,6091210606,USD,7.761880628435538,45321889.58,USD,716402336.76,USD,2026-04-29,80.15868642900438,1.465542350124674,Investment banks/Brokers,Finance
CLF,Cleveland-Cliffs Inc.,10.65,USD,-0.389483933787723,3.7000973709834546,-0.37558685446010254,6074658639.000001,USD,,190981998.3,USD,3624904982.25,USD,2026-04-17,3.187250996015936,-8.893113645965357,Steel,Non-energy minerals
AGX,"Argan, Inc.",437.61,USD,,1.2564209357212288,0,6071142845,USD,51.57697475426066,127292434.41000001,USD,2738535810.57,USD,2026-04-15,-12.86463501063076,5.640544621713363,Engineering & construction,Industrial services
COGT,"Cogent Biosciences, Inc.",37.34,USD,0.05216484089722488,-2.608242044861763,-0.9105516871987235,6060610891.999999,USD,,70329815.32000001,USD,783395104.34,USD,2026-05-12,-26.642777709131348,,Biotechnology,Health technology
POR,Portland General Electric Co,52.44,USD,0.49913611057784224,0.6719139950086279,0,6060055732,USD,18.971130887779463,110459878.19999999,USD,1352377414.9199998,USD,2026-04-24,-60.19417475728155,-4.328018223234624,Electric utilities,Utilities
PACS,"PACS Group, Inc.",38.68,USD,,0.129433083096032,0.4912099276111627,6057873772,USD,37.29990356798457,29917123.36,USD,547618559.56,USD,2026-02-25,2.8314659655043855,2.698596738861443,Hospital/Nursing management,Health services
M,Macy's Inc,22.41,USD,-0.954111767378468,1.8173557473875446,-0.04462293618920823,5958439943.000001,USD,13.174603174603174,192487064.58,USD,2171067869.43,USD,2026-03-03,-87.35632183908046,-1.7203440688137628,Department stores,Retail trade
CE,Celanese Corporation,54.11,USD,,-1.4748725418791009,0,5925309689,USD,,133042800.17,USD,2300373505.99,USD,2026-05-12,,-8.88797023563456,Chemicals: specialty,Process industries
GVA,Granite Construction Incorporated,135.79,USD,,1.6468298525338636,0,5907363540,USD,37.81608555196613,85241221.97,USD,1321769947.33,USD,2026-04-30,-49.45059215575785,-18.70445581368094,Engineering & construction,Industrial services
PTCT,"PTC Therapeutics, Inc.",70.66,USD,-2.0886981402002975,1.0872675250357522,0,5848862504,USD,9.133447081329818,178918539.29999998,USD,1148065661.7,USD,2026-04-23,-949.0500754906896,-21.956617552972176,Pharmaceuticals: major,Health technology
NPO,Enpro Inc.,274.57,USD,,-1.052290172618839,0,5834063817,USD,144.63232195533078,94798312.77,USD,1002241454.54,USD,2026-05-06,-248.14814814814815,3.070481507327285,Industrial machinery,Producer manufacturing
RIOT,"Riot Platforms, Inc.",15.68,USD,-0.06165228113438971,-3.329223181257702,-0.44642857142857323,5829936851.999999,USD,46.55581947743468,321371196.15999997,USD,4592029809.92,USD,2026-03-02,-52.39093386313305,17.805971710199493,Information technology services,Technology services
DOCN,"DigitalOcean Holdings, Inc.",63.63,USD,-0.3373423291287826,-6.673511293634503,1.3672795851013633,5821645076,USD,25.820719879884752,239633379.72,USD,2872999044.09,USD,2026-02-24,327.7176114727091,4.999542752629172,Packaged software,Technology services
BRKR,Bruker Corporation,38.28,USD,,-1.2383900928792488,0,5816306915.999999,USD,,80922924.72,USD,1462054797.72,USD,2026-05-06,,13.561882626380012,Medical specialties,Health technology
HUT,Hut 8 Corp.,53.82,USD,-1.5676266861100974,-1.8957345971563966,-0.05574136008918829,5814531648.168751,USD,30.01330020828628,207503871.12,USD,3838612578.84,USD,2026-02-25,-64.40839425747947,96.57679261652319,Data processing services,Technology services
VNT,Vontier Corporation,40.96,USD,,-0.12192148256522106,0,5799936120,USD,14.852418594531873,45818757.12,USD,989183590.4,USD,2026-04-30,20.136186770428015,7.441860465116279,Other transportation,Transportation
CIFR,Cipher Mining Inc.,14.65,USD,-0.6329113924050722,-7.278481012658229,-0.07372013651876927,5788098697.000001,USD,,395710080.55,USD,6926646707.85,USD,2026-02-24,92.82890281994713,64.59772753357052,Data processing services,Technology services
PIPR,Piper Sandler Companies,326.85,USD,0.04584352078240651,-0.10696821515891379,-0.030595074193061872,5781845242,USD,20.669440720410797,46336217.1,USD,981474004.95,USD,2026-04-24,89.10828659609066,37.68622440027331,Investment banks/Brokers,Finance
PATH,"UiPath, Inc.",10.8,USD,-0.8920606601249012,-3.657448706512044,0.09259259259259062,5775296809,USD,25.471698113207548,218762208,USD,4753746003.6,USD,2026-03-11,12452.967171717173,13.652523443029017,Packaged software,Technology services
DSGX,The Descartes Systems Group Inc.,67.08,USD,-0.015133171912840672,1.513317191283293,-1.341681574239701,5767996079.575071,USD,37.82172698538609,39246831,USD,837793043.88,USD,2026-03-11,15.246641564798495,4.178992949308514,Packaged software,Technology services
OS,"OneStream, Inc.",23.49,USD,,-0.4661016949152668,0,5760224645,USD,,63513013.67999999,USD,2067576081.84,USD,2026-02-26,51.985677083333336,4.548411138966054,Packaged software,Technology services
NEU,NewMarket Corp,610.43,USD,0.05930416447021838,0.5584475487611997,0,5736433213.999999,USD,13.752512008074472,108567417.21999998,USD,1420751407.8,USD,2026-04-29,-18.935912454069424,-7.954096052359009,Chemicals: specialty,Process industries
PCTY,Paylocity Holding Corporation,105.66,USD,-0.49898355202364814,-2.3655516540380725,0,5692611253.000001,USD,24.85649760045168,74501922.6,USD,1993187673.8999999,USD,2026-04-30,4.5966952136859,1.950648256127319,Packaged software,Technology services
OPCH,"Option Care Health, Inc.",35.69,USD,,0.08412787436904413,0,5665169721,USD,28.336641524414446,38995929.01,USD,740669644.78,USD,2026-02-24,2.5592304494982483,1.3368547791975764,Medical/Nursing services,Health services
RUSHB,"Rush Enterprises, Inc.",66.74,USD,,1.167197210853412,0,5661095991.999999,USD,20.41165856194758,4345908.58,USD,42584257.879999995,USD,2026-04-28,-3.541760383865647,-5.788708318157771,Specialty stores,Retail trade
RUSHA,"Rush Enterprises, Inc.",75.26,USD,,2.0889853499728788,0,5661095991.999999,USD,23.017402208153655,43752099.96,USD,625166381.3000001,USD,2026-04-28,-3.541760383865647,-5.788708318157771,Specialty stores,Retail trade
BDC,Belden Inc,145.79,USD,,0.8090167335084963,0,5649215974,USD,24.662933703246324,32867189.18,USD,778529825.8299999,USD,2026-05-06,19.75480684424061,3.136399506746431,Electrical products,Producer manufacturing
