Version=1.0,
거래소,종목코드
,NDAMKR
,NDPSKY
,NYPINS
,NYPNW
,NYAES
,NYCR
,NYHLI
,NDJKHY
,NYRVTY
,NDEXEL
,NYFLS
,NYIONQ
,NDRNA
,NDTTMI
,NYBAX
,NDRMBS
,NDTIGO
,NYJEF
,NYPAG
,NDCFLT
,NYOSK
,NYCHWY
,NYWTRG
,NYMOG.A
,NYMOG.B
,NYRYAN
,NDZG
,NDZ
,NYWTS
,NYGWRE
,NYIT
,NYKRMN
,NDNTNX
,NYAOS
,NYEHC
,NDSITM
,NYSARO
,NDDRS
,NYW
,NYJHX
,NYONTO
,NYDT
,NYGME
,NDJAZZ
,NYDDS
,NDTEM
,NDIESC
,NYSTN
,NDBSY
,NYDVA
,NYRBRK
,NYQGEN
,NDMDGL
,NYOKLO
,NYGTLS
,NYHBM
,NYALSN
,NYMP
,NYOGE
,NYBEP
,NYNGD
,NYAYI
,NYJOBY
,NDCART
,NDTTEK
,NDMASI
,NDHSIC
,NDPRAX
,NDLFUS
,NDCGNX
,NYVMI
,NDENLT
,NDAXSM
,NDIDCC
,NYALV
,NYPRIM
,NYEMN
,NDSWKS
,NDTECH
,NDDOCU
,NDARWR
,NYR
,NYIBP
,NDLLYVA
,NDLKQ
,NDMANH
,NYESI
,NYEGO
,NYAWI
,NYJBTM
,NDIBRX
,NYCMC
,NYZWS
,NDHALO
,NDAAON
,NYPRI
,NDCYTK
,NDPCVX
,NYSSD
,NDGLXY
