ticker,event_date,event_type,earnings_date,time_of_day,tod_inferred,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
PL,2026-03-20,earnings,2026-03-19,AMC,False,26.96,33.55,33.83,24.4436,25.4822,0.8346,1.965,5.108,12.4396,4.9887,99.9186,2026-03-23,34.5,33.82,-1.971,39.47,,16.7061,,Industrials,Aerospace & Defense,13125605400.0,2155131523.35,2.2B,233196221.675,10915418650.0,10B-100B,10B-100B
MRVL,2026-03-06,earnings,2026-03-05,AMC,False,75.68,84.72,89.57,11.945,18.3536,5.7247,2.0218,2.6752,5.9081,6.8607,99.9016,2026-03-09,87.93,92.65,5.3679,114.45,,23.5294,,Technology,Semiconductors,143848341000.0,8067668427.0,8.1B,961949860.93,78325203060.0,10B-100B,100B+
CRCL,2026-02-25,earnings,2026-02-25,BMO,False,61.37,73.77,83.14,20.2053,35.4734,12.7016,2.2296,4.9034,9.0622,7.2344,98.895,2026-02-26,81.57,87.21,6.9143,93.66,94.35,7.3959,8.1871,Financial Services,Financial - Capital Markets,33050494931.0,5308480686.0,5.3B,680466262.74,22142616422.34,10B-100B,10B-100B
WLK,2026-02-24,earnings,2026-02-24,BMO,False,93.02,102.72,104.17,10.4279,11.9867,1.4116,0.9647,2.875,10.8098,4.1693,100.0,2026-02-25,106.36,103.09,-3.0745,113.46,111.19,10.0592,7.8572,Basic Materials,Chemicals - Specialty,13479190000.0,248783689.99,249M,119438940.24,13346567076.48,10B-100B,10B-100B
DRS,2026-02-24,earnings,2026-02-24,BMO,False,38.14,39.79,43.82,4.3262,14.8925,10.1282,0.9989,2.459,4.331,6.0564,95.7615,2026-02-25,43.82,42.36,-3.3318,46.53,40.72,9.8442,-3.8716,Industrials,Aerospace & Defense,12603767894.0,132270670.0,132M,41236094.76,11689510840.0,10B-100B,10B-100B
COIN,2026-02-13,earnings,2026-02-12,AMC,True,141.09,153.7,164.32,8.9376,16.4647,6.9096,2.1572,4.1242,4.143,3.9922,99.2586,2026-02-17,162.48,166.02,2.1787,202.29,206.33,21.8468,24.2802,Financial Services,Financial - Data & Stock Exchanges,54704729127.0,5325631247.04,5.3B,2177646593.3,43291663889.76,10B-100B,10B-100B
ROKU,2026-02-13,earnings,2026-02-12,AMC,False,82.93,96.55,90.06,16.4235,8.5976,-6.7219,1.2985,2.545,12.6481,3.3783,99.8574,2026-02-17,87.76,88.58,0.9344,95.66,116.19,7.9928,31.1696,Communication Services,Entertainment,18850152164.0,1302357660.0,1.3B,289792458.0,13301299125.0,10B-100B,10B-100B
VRT,2026-02-11,earnings,2026-02-11,BMO,False,199.62,233.25,248.51,16.847,24.4915,6.5423,1.9313,3.5309,8.7232,6.9364,99.8415,2026-02-12,243.95,236.51,-3.0498,264.74,301.16,11.9361,27.335,Industrials,Electrical Equipment & Parts,141017869618.0,4918882685.0,4.9B,840623818.0,95454881864.16,10B-100B,100B+
UI,2026-02-06,earnings,2026-02-06,BMO,False,576.0,605.0,622.33,5.0347,8.0434,2.8645,1.3,2.3491,3.8729,3.424,99.2772,2026-02-09,617.57,712.38,15.3521,765.86,925.7,7.5072,29.9447,Technology,Communication Equipment,45354284437.0,151424090.94,151M,59494504.0,37663905730.02,10B-100B,10B-100B
ATI,2026-02-03,earnings,2026-02-03,BMO,False,121.77,128.0,128.34,5.1162,5.3954,0.2656,0.8786,1.6137,5.8229,3.3435,98.9862,2026-02-04,129.05,127.5,-1.2011,150.09,147.28,17.7176,15.5137,Industrials,Manufacturing - Metal Fabrication,21973103451.0,683552059.02,684M,171037490.74,17514614601.18,10B-100B,10B-100B
