ticker,event_date,event_type,earnings_date,time_of_day,tod_inferred,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
RPM,2026-04-08,earnings,2026-04-08,BMO,False,96.71,110.6,108.72,14.3625,12.4186,-1.6998,1.0361,1.8034,13.8623,6.8863,100.0,2026-04-09,106.48,110.97,4.2168,,,,,Basic Materials,Chemicals - Specialty,13145688086.0,235819877.04,236M,88632189.0,13924387386.0,10B-100B,10B-100B
DT,2026-02-09,earnings,2026-02-09,BMO,False,33.71,38.29,36.18,13.5865,7.3272,-5.5106,0.8408,2.1664,16.1589,3.3823,99.8779,2026-02-10,36.13,36.8,1.8544,38.02,33.75,3.3152,-8.288,Technology,Software - Application,11821353969.0,589205772.0,589M,214549276.15,10907845536.24,10B-100B,10B-100B
ALGN,2026-02-05,earnings,2026-02-04,AMC,False,161.3,176.06,175.62,9.1507,8.8779,-0.2499,0.7043,2.0041,12.9934,4.43,99.5798,2026-02-06,177.89,187.6,5.4584,169.43,174.53,-9.6855,-6.967,Healthcare,Medical - Devices,12477937951.0,469701836.7,470M,149436655.7,12577570722.0,10B-100B,10B-100B
RBRK,2025-12-05,earnings,2025-12-04,AMC,False,70.43,87.04,86.27,23.5837,22.4904,-0.8847,1.4619,2.705,16.1325,8.3144,100.0,2025-12-08,85.53,89.1,4.174,71.67,54.06,-19.5623,-39.3266,Technology,Software - Infrastructure,12231033486.0,1478556943.05,1.5B,156281157.4,17449499897.8,10B-100B,10B-100B
SNAP,2025-11-06,earnings,2025-11-05,AMC,False,7.3,8.58,8.01,17.5342,9.726,-6.6434,1.6657,2.8275,10.5264,3.4398,99.797,2025-11-07,7.91,8.21,3.7927,7.92,8.21,-3.5323,0.0,Communication Services,Internet Content & Information,9374825406.0,1298178681.48,1.3B,325796486.68,13554576083.52,10B-100B,1B-10B
ATI,2025-10-28,earnings,2025-10-28,BMO,False,91.71,99.4,98.53,8.3851,7.4365,-0.8753,0.8605,2.421,9.7448,3.0717,99.7235,2025-10-29,100.0,103.0,3.0,100.8,116.17,-2.1359,12.7864,Industrials,Manufacturing - Metal Fabrication,21973103451.0,374715304.74,375M,97340472.28,13446431172.31,10B-100B,10B-100B
ADSK,2025-08-29,earnings,2025-08-28,AMC,False,288.49,318.0,314.7,10.2291,9.0852,-1.0377,0.9815,1.6917,10.4224,5.3705,99.8984,2025-09-02,313.02,319.16,1.9615,315.73,300.77,-1.0747,-5.762,Technology,Software - Application,55018250000.0,1543478878.8,1.5B,376186174.975,66447331500.0,10B-100B,10B-100B
NTRA,2025-08-08,earnings,2025-08-07,AMC,False,141.08,162.0,151.95,14.8285,7.7048,-6.2037,0.8143,2.1134,18.21,3.6456,99.9212,2025-08-11,151.05,157.04,3.9656,169.79,173.06,8.119,10.2012,Healthcare,Medical - Diagnostics & Research,29245935150.0,584943681.0,585M,192728423.43,21536025450.0,10B-100B,10B-100B
MANH,2025-07-23,earnings,2025-07-22,AMC,False,202.79,245.0,217.71,20.8146,7.3574,-11.1388,1.092,1.5544,19.0603,4.7332,100.0,2025-07-24,214.69,220.28,2.6038,216.26,213.71,-1.825,-2.9826,Technology,Software - Application,8986707670.0,414447124.86,414M,92125110.37,12880725501.42,10B-100B,1B-10B
CASY,2025-06-10,earnings,2025-06-09,AMC,False,439.29,496.02,490.2,12.914,11.5892,-1.1733,1.0341,2.0039,12.4883,5.7832,99.9742,2025-06-11,490.99,499.53,1.7393,523.28,519.65,4.7545,4.0278,Consumer Cyclical,Specialty Retail,32144071894.0,657603300.0,658M,178381962.54,18170209576.2,10B-100B,10B-100B
