ticker,event_date,event_type,earnings_date,time_of_day,tod_inferred,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
VZ,2026-01-30,earnings,2026-01-30,BMO,True,39.81,42.01,44.52,5.5262,11.8312,5.9748,0.3588,1.0057,15.4005,11.7637,99.904,2026-02-02,44.58,44.61,0.0673,51.2,49.4,14.7725,10.7375,Communication Services,Telecommunications Services,211474680000.0,5501990844.0,5.5B,1108495611.85,185915529171.12003,100B+,100B+
HCA,2026-01-27,earnings,2026-01-27,BMO,False,472.38,505.0,505.84,6.9055,7.0833,0.1663,0.775,1.4911,8.9107,4.7503,99.8396,2026-01-28,499.6,491.23,-1.6753,529.7,467.83,7.8314,-4.7636,Healthcare,Medical - Care Facilities,110599072548.8968,1559113199.84,1.6B,432395517.06,112215545600.0,100B+,100B+
ORCL,2025-06-12,earnings,2025-06-11,AMC,False,176.38,189.96,199.86,7.6993,13.3122,5.2116,2.0221,2.8747,3.8076,4.6309,99.3205,2025-06-13,201.58,215.22,6.7665,241.3,244.96,12.1178,13.8184,Technology,Software - Infrastructure,537216632340.0,10914354600.0,10.9B,1218301399.79,574806553560.0,100B+,100B+
NOW,2025-04-24,earnings,2025-04-23,AMC,False,162.54,180.06,187.71,10.7789,15.4854,4.2486,2.3095,3.543,4.6671,4.3707,99.8758,2025-04-25,188.8,189.05,0.1324,205.48,202.29,8.6908,7.0034,Technology,Software - Application,116053697112.1639,5709293505.0,5.7B,1453079092.75,193586824680.0,100B+,100B+
TMUS,2025-01-29,earnings,2025-01-29,BMO,False,221.14,238.0,235.15,7.6241,6.3354,-1.1975,0.7325,1.3936,10.4077,4.5459,99.8734,2025-01-30,239.21,234.37,-2.0233,272.83,268.54,16.41,14.5795,Communication Services,Telecommunications Services,239655157471.0,2083311425.0,2.1B,767864677.44,254480439202.55,100B+,100B+
PLTR,2024-11-05,earnings,2024-11-04,AMC,False,41.41,47.86,51.13,15.5759,23.4726,6.8324,1.3728,2.713,11.3463,8.652,99.5913,2024-11-06,53.44,55.53,3.9109,76.34,68.23,37.4752,22.8705,Technology,Software - Infrastructure,374129812723.0,10679431066.0,10.7B,1715804051.5,117398059100.0,100B+,100B+
AMZN,2024-11-01,earnings,2024-10-31,AMC,False,186.4,199.0,197.93,6.7597,6.1856,-0.5377,0.8731,1.6116,7.742,3.8382,99.4536,2024-11-04,196.45,195.78,-0.3411,218.16,227.61,11.4312,16.258,Consumer Cyclical,Specialty Retail,2859452322000.0,19731215556.71,19.7B,5388486718.52,2129152803000.0,100B+,100B+
CVNA,2024-10-31,earnings,2024-10-30,AMC,False,207.31,238.2,247.31,14.9004,19.2948,3.8245,1.1716,3.0378,12.7183,6.3515,99.3647,2024-11-01,247.31,229.08,-7.3713,255.76,177.16,11.6466,-22.6646,Consumer Cyclical,Auto - Dealerships,79902910760.0,3336508672.0,3.3B,456678637.5,268088303624.4,100B+,10B-100B
TSLA,2024-10-24,earnings,2024-10-23,AMC,False,213.65,244.68,260.48,14.5238,21.919,6.4574,2.1869,3.4225,6.6412,6.4044,100.0,2024-10-25,256.01,269.19,5.1482,338.59,454.13,25.781,68.7024,Consumer Cyclical,Auto - Manufacturers,1627916834000.0,53266050893.44,53.3B,17180743034.5,978289945600.0,100B+,100B+
NOW,2024-10-24,earnings,2024-10-23,AMC,False,181.54,189.68,191.32,4.4839,5.3872,0.8646,1.0979,1.6089,4.0839,3.3484,99.0959,2024-10-25,191.45,190.17,-0.6686,210.54,219.82,10.7115,15.5913,Technology,Software - Application,116053697112.1639,3253396600.0,3.3B,1049722005.0,197309846560.0,100B+,100B+
