ticker,event_date,event_type,earnings_date,time_of_day,tod_inferred,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
YETI,2019-02-14,earnings,2019-02-14,BMO,False,18.66,20.9,21.9,12.0043,17.3633,4.7847,1.9405,4.409,6.1863,3.9381,100.0,2019-02-15,22.26,22.84,2.6056,29.28,32.01,28.1961,40.1489,Consumer Cyclical,Leisure,3289980000.0,141027086.7,141M,16626931.53,1657690759.8,1B-10B,1B-10B
UI,2019-02-08,earnings,2019-02-08,BMO,False,107.28,120.5,124.53,12.3229,16.0794,3.3444,1.3188,3.2052,9.3442,5.0167,99.6194,2019-02-11,126.39,128.99,2.0571,142.1,164.06,10.1636,27.1882,Technology,Communication Equipment,45354284437.0,271854469.32,272M,30769115.97,7536654476.82,1B-10B,10B-100B
VSAT,2019-02-08,earnings,2019-02-07,AMC,False,65.26,71.5,73.52,9.5618,12.6571,2.8252,0.7023,1.7896,13.6153,7.0727,100.0,2019-02-11,73.4,73.01,-0.5313,75.29,85.55,3.1229,17.1757,Technology,Communication Equipment,9642671157.0,183021790.8,183M,21368145.705,9986324601.52,1B-10B,1B-10B
JBL,2018-12-19,earnings,2018-12-18,AMC,False,22.21,24.74,23.75,11.3913,6.9338,-4.0016,1.6152,2.162,7.0524,3.2071,100.0,2018-12-20,23.64,23.99,1.4805,24.97,29.2,4.085,21.7174,Technology,"Hardware, Equipment & Parts",37010452400.0,155954375.0,156M,44615118.5,2505696250.0,1B-10B,10B-100B
CIEN,2018-12-13,earnings,2018-12-13,BMO,False,32.14,35.76,34.91,11.2632,8.6185,-2.377,1.076,2.2039,10.4675,3.9106,99.7779,2018-12-14,34.45,34.55,0.2903,37.76,40.21,9.2909,16.3821,Technology,Communication Equipment,81608102143.0,491888882.0,492M,90466912.0,4936219086.57,1B-10B,10B-100B
NDSN,2018-12-13,earnings,2018-12-12,AMC,False,112.07,118.57,119.16,5.7999,6.3264,0.4976,1.0394,1.9327,5.58,3.2733,99.6444,2018-12-14,117.24,118.55,1.1174,123.65,139.67,4.302,17.8153,Industrials,Industrial - Machinery,15684116414.0,119788569.0,120M,33210819.03,6647173537.679999,1B-10B,10B-100B
KEYS,2018-11-21,earnings,2018-11-20,AMC,False,54.35,57.52,57.33,5.8326,5.483,-0.3303,0.8216,1.6625,7.0989,3.2979,99.7087,2018-11-23,56.57,56.58,0.0177,58.7,72.29,3.7469,27.766,Technology,"Hardware, Equipment & Parts",62024059950.0,245333702.25,245M,97315050.855,9832266990.0,1B-10B,10B-100B
BJ,2018-11-21,earnings,2018-11-20,AMC,False,19.83,22.1,22.05,11.4473,11.1952,-0.2262,0.8428,2.6371,13.5828,4.2453,100.0,2018-11-23,21.81,21.89,0.3668,21.25,26.55,-2.9237,21.2883,Consumer Defensive,Discount Stores,12494648244.0,125780145.75,126M,29989666.03,2859377827.9500003,1B-10B,10B-100B
EXEL,2018-11-02,earnings,2018-11-01,AMC,False,14.95,17.81,17.41,19.1304,16.4548,-2.2459,0.902,3.2784,21.2098,5.0192,99.8651,2018-11-05,17.5,17.81,1.7714,21.1,23.28,18.4728,30.7131,Healthcare,Biotechnology,12432022405.0,244659073.9,245M,56402592.25,4376091995.03,1B-10B,10B-100B
MOH,2018-08-01,earnings,2018-07-31,AMC,False,104.09,120.84,121.94,16.0918,17.1486,0.9103,0.526,1.4443,30.5957,11.8735,99.8609,2018-08-02,124.1,128.35,3.4247,138.0,146.5,7.5185,14.141,Healthcare,Medical - Healthcare Plans,9981318000.0,427451280.62,427M,74640101.84,6353074000.0,1B-10B,1B-10B
SPSC,2018-07-27,earnings,2018-07-26,AMC,False,76.95,84.0,85.71,9.1618,11.384,2.0357,0.3722,1.1818,24.6144,9.6324,99.9519,2018-07-30,86.15,84.96,-1.3813,96.53,98.42,13.6182,15.8427,Technology,Software - Infrastructure,2324590503.0,100330926.06,100M,17835830.88,3146645945.55,1B-10B,1B-10B
AYI,2018-07-03,earnings,2018-07-03,BMO,False,117.12,129.16,132.05,10.2801,12.7476,2.2375,0.8545,1.5939,12.0298,7.998,100.0,2018-07-05,133.54,126.1,-5.5714,136.48,150.72,8.2316,19.5242,Industrials,Electrical Equipment & Parts,8735021728.0,419245545.0,419M,90067302.5,4003122160.000001,1B-10B,1B-10B
RUN,2018-05-10,earnings,2018-05-09,AMC,False,9.83,10.97,11.5,11.5972,16.9888,4.8314,1.0933,3.6564,10.6071,4.6463,99.5683,2018-05-11,11.19,10.69,-4.4683,13.49,15.96,26.1927,49.2984,Energy,Solar,3363540900.0,105555671.0,106M,12632875.27,2743313500.0,1B-10B,1B-10B
