ticker,event_date,event_type,earnings_date,time_of_day,tod_inferred,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
META,2023-02-02,earnings,2023-02-01,AMC,False,153.12,183.38,188.77,19.7623,23.2824,2.9393,2.0041,2.8951,9.8608,8.0419,100.0,2023-02-03,183.47,186.53,1.6678,184.51,211.48,-1.0829,13.3759,Communication Services,Internet Content & Information,1637608940072.0,28405297889.0,28.4B,3790879225.095,479178135571.49005,100B+,100B+
ORCL,2022-06-14,earnings,2022-06-13,AMC,False,64.05,72.0,70.72,12.4122,10.4137,-1.7778,0.9035,1.9523,13.7372,5.3342,99.2424,2022-06-15,70.45,69.7,-1.0646,70.21,79.52,0.7317,14.089,Technology,Software - Infrastructure,537216632340.0,2097647136.0,2.1B,484152038.045,203393973120.0,100B+,100B+
QCOM,2021-11-04,earnings,2021-11-03,AMC,False,138.48,156.325,156.11,12.8863,12.7311,-0.1375,0.6407,1.2309,20.1125,10.3429,99.9664,2021-11-05,157.075,163.03,3.7912,183.72,185.95,12.6909,14.0588,Technology,Semiconductors,221666740000.0,7543466242.8,7.5B,830722196.55,164539940000.0,100B+,100B+
SNOW,2021-08-26,earnings,2021-08-25,AMC,False,283.76,299.0,305.26,5.3707,7.5768,2.0936,1.1906,2.2939,4.511,3.303,100.0,2021-08-27,299.73,297.71,-0.6739,298.0,347.1,0.0974,16.59,Technology,Software - Application,62567848979.0,3977934638.0,4.0B,802095636.44,105528382000.0,100B+,10B-100B
PANW,2020-11-16,earnings,2020-11-16,BMO,False,258.6998,269.6898,278.4998,4.2482,7.6537,3.2667,1.1085,1.972,3.8322,3.8812,99.0449,2020-11-17,278.4898,293.7096,5.4651,331.3996,370.5496,12.8324,26.1619,Technology,Software - Infrastructure,146933841454.0,5541664493.8458,5.5B,1340877906.8388,189800767431.7352,100B+,100B+
ANET,2020-11-03,earnings,2020-11-02,AMC,False,216.12,243.12,249.49,12.4931,15.4405,2.6201,1.163,1.8978,10.7417,8.1359,99.938,2020-11-04,248.5,254.44,2.3903,270.11,285.87,6.1586,12.3526,Technology,Computer Hardware,179482011693.0,15287593558.24,15.3B,1893844486.8,314150183086.62,100B+,100B+
QCOM,2020-07-30,earnings,2020-07-29,AMC,False,93.03,102.42,107.19,10.0935,15.2209,4.6573,1.438,2.3702,7.0189,6.4217,99.9624,2020-07-31,105.66,105.61,-0.0473,119.1,117.68,12.7734,11.4288,Technology,Semiconductors,221666740000.0,4515112061.28,4.5B,622684567.695,112978260000.0,100B+,100B+
UPS,2020-07-30,earnings,2020-07-30,BMO,False,123.68,137.66,141.46,11.3034,14.3758,2.7604,1.2225,1.8824,9.2462,7.6371,100.0,2020-07-31,141.82,142.76,0.6628,163.62,166.63,14.6119,16.7204,Industrials,Integrated Freight & Logistics,83954932897.9528,4381137714.14,4.4B,301629741.285,120241883276.24,100B+,10B-100B
ADBE,2020-03-13,earnings,2020-03-12,AMC,False,285.0,312.88,335.5,9.7825,17.7193,7.2296,1.9956,2.7668,4.9019,6.4042,100.0,2020-03-16,288.356,286.03,-0.8066,332.55,355.39,16.264,24.2492,Technology,Software - Infrastructure,101656217500.1483,2997766310.0,3.0B,1460610615.97,135609100000.0,100B+,100B+
NOW,2019-10-24,earnings,2019-10-23,AMC,False,220.01,236.56,237.78,7.5224,8.0769,0.5157,1.4301,2.339,5.26,3.4531,99.6739,2019-10-25,237.77,241.22,1.451,279.75,286.2,15.973,18.6469,Technology,Software - Application,116053697112.1639,11144748600.0,11.1B,2391341900.0,245224416240.0,100B+,100B+
ANET,2019-02-15,earnings,2019-02-14,AMC,False,240.78,259.75,263.95,7.8786,9.6229,1.6169,1.4566,2.936,5.409,3.2776,99.5766,2019-02-19,264.59,269.58,1.8859,298.45,323.38,10.7093,19.957,Technology,Computer Hardware,179482011693.0,17273377891.2,17.3B,2691450238.08,332357773160.1,100B+,100B+
NOW,2019-01-31,earnings,2019-01-30,AMC,False,194.0,211.36,220.02,8.9485,13.4124,4.0973,1.6293,3.2241,5.4922,4.16,99.8187,2019-02-01,218.58,221.51,1.3405,236.0,247.14,6.5415,11.5706,Technology,Software - Application,116053697112.1639,12320789970.0,12.3B,1704663307.5,226908386160.0,100B+,100B+
CRM,2018-11-28,earnings,2018-11-27,AMC,False,127.54,138.48,140.64,8.5777,10.2713,1.5598,1.4325,2.8229,5.9877,3.6386,99.7768,2018-11-29,139.85,139.72,-0.093,135.55,155.87,-2.9845,11.5588,Technology,Software - Application,180252674504.9239,3615207456.0,3.6B,819604484.0,133606546063.68,100B+,100B+
ANET,2017-11-03,earnings,2017-11-02,AMC,False,181.17,201.8352,201.49,11.4065,11.216,-0.171,0.574,1.7999,19.8737,6.2313,99.8837,2017-11-06,202.99,206.68,1.8178,212.86,251.06,2.9901,21.4728,Technology,Computer Hardware,179482011693.0,10332668331.04,10.3B,1537412738.8,253710050062.62003,100B+,100B+
ISRG,2017-04-19,earnings,2017-04-18,AMC,False,759.341,800.0012,807.7007,5.3547,6.3686,0.9624,0.357,0.8844,14.999,7.2011,99.4002,2017-04-20,806.501,814.4507,0.9857,870.3312,940.3609,6.8611,15.4595,Healthcare,Medical - Instruments & Supplies,169766464676.4951,8229402352.6746,8.2B,1839834509.0512,286057703014.1,100B+,100B+
ANET,2017-02-17,earnings,2017-02-16,AMC,False,100.17,111.0,119.06,10.8116,18.8579,7.2613,0.9466,2.2483,11.422,8.3876,100.0,2017-02-21,118.95,122.62,3.0853,130.54,136.66,6.459,11.45,Technology,Computer Hardware,179482011693.0,11259113683.2,11.3B,731263587.68,149916713288.28,100B+,100B+
