ticker,event_date,event_type,earnings_date,time_of_day,tod_inferred,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
TEAM,2026-05-01,earnings,2026-04-30,AMC,False,68.59,82.92,88.88,20.8923,29.5816,7.1877,2.1359,4.3596,9.7814,6.7853,99.9617,2026-05-04,88.17,93.16,5.6595,,,,,Technology,Software - Application,22327316775.0,2433934360.0,2.4B,455598057.25,23346493117.2,10B-100B,10B-100B
TWLO,2026-05-01,earnings,2026-04-30,AMC,False,148.06,177.77,183.34,20.0662,23.8282,3.1333,1.4566,2.9758,13.7756,8.0072,99.9192,2026-05-04,183.1,189.67,3.5882,,,,,Communication Services,Internet Content & Information,29258964731.0,1355542624.0,1.4B,300028579.67,27826219492.4,10B-100B,10B-100B
MRVL,2026-03-06,earnings,2026-03-05,AMC,False,75.68,84.72,89.57,11.945,18.3536,5.7247,2.0218,2.6752,5.9081,6.8607,99.9016,2026-03-09,87.93,92.65,5.3679,114.45,,23.5294,,Technology,Semiconductors,143848341000.0,8067668427.0,8.1B,961949860.93,78325203060.0,10B-100B,100B+
DELL,2026-02-27,earnings,2026-02-26,AMC,False,121.45,137.37,148.08,13.1083,21.9267,7.7965,1.399,2.9118,9.3697,7.5304,99.8747,2026-03-02,146.76,153.55,4.6266,164.13,208.95,6.8903,36.0795,Technology,Computer Hardware,161305174411.0,4957066848.0,5.0B,952435536.82,99954262990.08,10B-100B,100B+
AXON,2026-02-25,earnings,2026-02-24,AMC,False,442.51,498.43,520.18,12.637,17.5521,4.3637,0.9919,3.0397,12.7398,5.7743,99.8029,2026-02-26,528.07,550.19,4.1888,429.94,406.31,-21.8561,-26.151,Industrials,Aerospace & Defense,44947123744.0,2300251045.22,2.3B,570005556.0,41927588413.85999,10B-100B,10B-100B
CRCL,2026-02-25,earnings,2026-02-25,BMO,False,61.37,73.77,83.14,20.2053,35.4734,12.7016,2.2296,4.9034,9.0622,7.2344,98.895,2026-02-26,81.57,87.21,6.9143,93.66,94.35,7.3959,8.1871,Financial Services,Financial - Capital Markets,33050494931.0,5308480686.0,5.3B,680466262.74,22142616422.34,10B-100B,10B-100B
AMRZ,2026-02-18,earnings,2026-02-17,AMC,True,57.39,61.04,63.7,6.36,10.9949,4.3578,1.0792,1.9789,5.893,5.556,100.0,2026-02-19,62.54,63.92,2.2066,52.56,57.12,-17.7722,-10.6383,Basic Materials,Construction Materials,28930200146.0,635457122.3,635M,192286086.0,35209280652.0,10B-100B,10B-100B
COIN,2026-02-13,earnings,2026-02-12,AMC,True,141.09,153.7,164.32,8.9376,16.4647,6.9096,2.1572,4.1242,4.143,3.9922,99.2586,2026-02-17,162.48,166.02,2.1787,202.29,206.33,21.8468,24.2802,Financial Services,Financial - Data & Stock Exchanges,54704729127.0,5325631247.04,5.3B,2177646593.3,43291663889.76,10B-100B,10B-100B
ROIV,2026-02-06,earnings,2026-02-06,BMO,False,21.14,24.48,25.82,15.7994,22.1381,5.4739,0.8106,2.0717,19.4921,10.686,99.9228,2026-02-09,26.35,27.67,5.0095,29.58,28.21,6.9028,1.9516,Healthcare,Biotechnology,21134654295.0,621022665.82,621M,114302082.87,18479399820.0,10B-100B,10B-100B
UI,2026-02-06,earnings,2026-02-06,BMO,False,576.0,605.0,622.33,5.0347,8.0434,2.8645,1.3,2.3491,3.8729,3.424,99.2772,2026-02-09,617.57,712.38,15.3521,765.86,925.7,7.5072,29.9447,Technology,Communication Equipment,45354284437.0,151424090.94,151M,59494504.0,37663905730.02,10B-100B,10B-100B
