ticker,event_date,event_type,earnings_date,time_of_day,tod_inferred,prev_close,open_1d,close_1d,gap_pct,cc_pct,o2c_1d_pct,sd60_gap,sd60_cc,z_gap,z_cc,gap_pctile,date_2d,open_2d,close_2d,o2c_2d_pct,close_1m,close_2m,fwd_1m_pct,fwd_2m_pct,sector,industry,market_cap,turnover,turnover_fmt,pre_turnover_20d_median,market_cap_at_event,mcap_bucket,mcap_bucket_snapshot
CRM,2023-11-30,earnings,2023-11-29,AMC,False,230.35,249.05,251.9,8.1181,9.3553,1.1443,0.7235,1.3124,11.2204,7.1285,99.6856,2023-12-01,250.0,260.0,4.0,251.84,285.66,-3.1385,9.8692,Technology,Software - Application,180252674504.9239,6152833830.0,6.2B,875059081.0,239302395857.8,100B+,100B+
META,2023-02-02,earnings,2023-02-01,AMC,False,153.12,183.38,188.77,19.7623,23.2824,2.9393,2.0041,2.8951,9.8608,8.0419,100.0,2023-02-03,183.47,186.53,1.6678,184.51,211.48,-1.0829,13.3759,Communication Services,Internet Content & Information,1637608940072.0,28405297889.0,28.4B,3790879225.095,479178135571.49005,100B+,100B+
SYK,2023-02-01,earnings,2023-01-31,AMC,False,253.81,269.62,278.95,6.2291,9.905,3.4604,0.9639,1.782,6.4623,5.5585,99.7873,2023-02-02,276.44,282.48,2.1849,267.4,287.1,-5.3384,1.6355,Healthcare,Medical - Devices,127278436560.08,1302508208.75,1.3B,316837889.0,106833386800.0,100B+,100B+
T,2022-10-20,earnings,2022-10-20,BMO,False,15.54,16.21,16.74,4.3115,7.722,3.2696,0.6856,1.4243,6.2885,5.4216,99.8758,2022-10-21,16.83,17.1,1.6043,18.84,18.15,10.1754,6.1404,Communication Services,Telecommunications Services,201336594991.3755,1966878704.34,2.0B,735645914.5,116315211599.99998,100B+,100B+
ANET,2021-11-02,earnings,2021-11-01,AMC,False,408.57,489.58,491.87,19.8277,20.3882,0.4677,0.6379,1.4949,31.0827,13.6383,100.0,2021-11-03,491.03,513.8,4.6372,30.3,34.67,-94.1028,-93.2522,Technology,Computer Hardware,179482011693.0,25624034544.32,25.6B,2529636928.8,619347671469.06,100B+,100B+
PANW,2021-08-24,earnings,2021-08-23,AMC,False,372.5696,423.6496,441.8696,13.7102,18.6006,4.3007,0.5875,1.497,23.3372,12.425,100.0,2021-08-25,439.9996,447.0496,1.6023,490.4694,497.7696,9.7125,11.3455,Technology,Software - Infrastructure,146933841454.0,29515188082.04,29.5B,1724075362.5294,301139136131.3504,100B+,100B+
UPS,2021-04-27,earnings,2021-04-27,BMO,False,175.81,190.26,194.13,8.2191,10.4203,2.0341,0.7615,1.3003,10.7936,8.0136,99.9649,2021-04-28,195.39,198.37,1.5252,212.8,205.23,7.2743,3.4582,Industrials,Integrated Freight & Logistics,83954932897.9528,2838316491.0,2.8B,461100521.94,165011712147.72,100B+,10B-100B
PANW,2020-11-16,earnings,2020-11-16,BMO,False,258.6998,269.6898,278.4998,4.2482,7.6537,3.2667,1.1085,1.972,3.8322,3.8812,99.0449,2020-11-17,278.4898,293.7096,5.4651,331.3996,370.5496,12.8324,26.1619,Technology,Software - Infrastructure,146933841454.0,5541664493.8458,5.5B,1340877906.8388,189800767431.7352,100B+,100B+
ANET,2020-11-03,earnings,2020-11-02,AMC,False,216.12,243.12,249.49,12.4931,15.4405,2.6201,1.163,1.8978,10.7417,8.1359,99.938,2020-11-04,248.5,254.44,2.3903,270.11,285.87,6.1586,12.3526,Technology,Computer Hardware,179482011693.0,15287593558.24,15.3B,1893844486.8,314150183086.62,100B+,100B+
DXCM,2020-02-14,earnings,2020-02-13,AMC,False,252.21,283.8,283.91,12.5253,12.5689,0.0388,0.8125,1.6466,15.4151,7.6331,99.7642,2020-02-18,284.4,296.0,4.0788,191.16,323.4,-35.4189,9.2568,Healthcare,Medical - Devices,26455608118.0,3815296144.0,3.8B,556595736.0,109553196900.07,100B+,10B-100B
ANET,2019-02-15,earnings,2019-02-14,AMC,False,240.78,259.75,263.95,7.8786,9.6229,1.6169,1.4566,2.936,5.409,3.2776,99.5766,2019-02-19,264.59,269.58,1.8859,298.45,323.38,10.7093,19.957,Technology,Computer Hardware,179482011693.0,17273377891.2,17.3B,2691450238.08,332357773160.1,100B+,100B+
ORLY,2018-04-26,earnings,2018-04-25,AMC,False,227.6711,254.9413,257.4013,11.9779,13.0584,0.9649,0.6391,1.9439,18.7424,6.7178,100.0,2018-04-27,259.2313,263.2913,1.5662,269.1513,272.8414,2.2257,3.6272,Consumer Cyclical,Auto - Parts,76109194325.0,14434090897.4808,14.4B,2843201369.8036,213312342782.6235,100B+,10B-100B
ANET,2017-08-04,earnings,2017-08-03,AMC,False,144.05,167.6,172.05,16.3485,19.4377,2.6551,0.7483,1.6922,21.8473,11.4866,100.0,2017-08-07,170.05,173.75,2.1758,172.73,190.36,-0.5871,9.5597,Technology,Computer Hardware,179482011693.0,13757638279.2,13.8B,1485428823.52,216640101807.9,100B+,100B+
BA,2017-07-26,earnings,2017-07-26,BMO,False,212.46,223.48,233.45,5.1869,9.8795,4.4612,0.3361,0.8596,15.4307,11.4926,99.9474,2017-07-27,237.13,241.0,1.632,235.89,253.7,-2.1203,5.2697,Industrials,Aerospace & Defense,186725094740.0,3300983000.0,3.3B,492277297.0,184029101900.0,100B+,100B+
ANET,2017-02-17,earnings,2017-02-16,AMC,False,100.17,111.0,119.06,10.8116,18.8579,7.2613,0.9466,2.2483,11.422,8.3876,100.0,2017-02-21,118.95,122.62,3.0853,130.54,136.66,6.459,11.45,Technology,Computer Hardware,179482011693.0,11259113683.2,11.3B,731263587.68,149916713288.28,100B+,100B+
