month,ticker,window_start,window_end,z_win,ret_2w_pct,mcap_at_start,turnover_min,turnover_median,turnover_thresh,sigma_d_pct,end_vs_high,up_day_ratio,max_day_contrib,run_days,sector,industry,mcap_bucket,market_cap_now,inst_pct,float_pct
2025-08,IONS,2025-08-26,2025-09-09,6.185,53.993,6969121986.0,46785892.0,182522829.0,21031184.0,2.208,0.995,0.7,0.692,9,Healthcare,Biotechnology,1B-10B,12457491471.0,107.19,99.21
2025-08,SNDK,2025-08-28,2025-09-11,5.971,74.03,7533326306.0,89570997.0,268408866.0,21031184.0,2.934,0.981,0.9,0.297,10,Technology,"Hardware, Equipment & Parts",1B-10B,229177795511.0,81.68,98.59
2025-08,PSKY,2025-08-12,2025-08-25,5.837,57.708,12277328644.0,127057621.0,233558810.0,21031184.0,2.468,0.91,0.4,0.687,4,Communication Services,Entertainment,10B-100B,12198986529.0,31.48,49.13
2025-08,PGEN,2025-08-15,2025-08-28,5.46,145.946,1040550330.0,28632295.0,57561855.0,21031184.0,5.212,0.942,0.7,0.515,1,Healthcare,Biotechnology,1B-10B,1486500471.0,71.19,53.2
2025-08,DORM,2025-08-04,2025-08-15,5.385,27.995,3725188470.0,33060124.0,49866485.0,21031184.0,1.449,0.968,0.7,0.269,1,Consumer Cyclical,Auto - Parts,1B-10B,3616116290.0,93.79,88.1
2025-08,ATEC,2025-08-01,2025-08-14,5.254,47.164,2117678747.0,25939620.0,50497959.0,21031184.0,2.326,0.972,0.7,0.682,2,Healthcare,Medical - Devices,1B-10B,1074987251.0,77.82,79.02
2025-08,VISN,2025-08-04,2025-08-15,5.091,98.973,3273015345.0,73659146.0,167860775.0,21031184.0,4.273,0.978,0.6,0.904,7,Technology,Communication Equipment,1B-10B,2709091268.0,100.01,95.26
2025-08,BLBD,2025-08-05,2025-08-18,5.088,32.563,1380107693.0,24406555.0,44752161.0,21031184.0,1.752,0.968,0.6,0.602,3,Consumer Cyclical,Auto - Manufacturers,1B-10B,2226653916.0,112.51,98.84
2025-08,WBD,2025-08-29,2025-09-12,4.904,56.468,29183072063.0,531154692.0,762639454.0,21031184.0,2.887,0.976,0.6,0.568,9,Communication Services,Entertainment,10B-100B,68294405757.0,77.46,94.98
2025-08,ANIP,2025-08-08,2025-08-21,4.776,32.068,1854571220.0,35912706.0,78817641.0,21031184.0,1.842,0.996,0.9,0.597,3,Healthcare,Drug Manufacturers - Specialty & Generic,1B-10B,1791523082.0,110.38,85.41
2025-08,P,2025-08-22,2025-09-05,4.756,42.168,19275787992.0,100689249.0,318805426.0,21031184.0,2.339,0.982,0.7,0.796,4,Technology,Computer Hardware,10B-100B,28862459633.0,85.69,94.52
2025-08,MDB,2025-08-15,2025-08-28,4.735,55.649,17541451964.0,326660034.0,481317975.0,21031184.0,2.955,0.989,0.5,0.727,1,Technology,Software - Infrastructure,10B-100B,23680879782.0,94.15,97.38
2025-08,STAA,2025-08-04,2025-08-15,4.597,59.741,915490742.0,22708272.0,50596554.0,21031184.0,3.222,0.921,0.8,0.81,2,Healthcare,Medical - Instruments & Supplies,300M-1B,1377939825.0,113.72,49.28
2025-08,TVTX,2025-08-28,2025-09-11,4.395,43.349,1645974354.0,34331412.0,54980099.0,21031184.0,2.591,0.871,0.7,0.646,1,Healthcare,Biotechnology,1B-10B,4046121137.0,114.05,93.54
2025-08,SATS,2025-08-26,2025-09-09,4.351,179.685,14742514645.0,296855559.0,622200374.0,21031184.0,7.475,0.979,0.8,0.517,2,Technology,Communication Equipment,10B-100B,37425758625.0,112.19,86.18
2025-08,CIEN,2025-08-28,2025-09-11,4.188,42.873,13841491183.0,209618973.0,377145330.0,21031184.0,2.694,0.987,0.7,0.587,2,Technology,Communication Equipment,10B-100B,82218938383.0,97.8,99.52
