month,ticker,window_start,window_end,z_win,ret_2w_pct,mcap_at_start,turnover_min,turnover_median,turnover_thresh,sigma_d_pct,end_vs_high,up_day_ratio,max_day_contrib,run_days,sector,industry,mcap_bucket,market_cap_now,inst_pct,float_pct
2025-07,VSAT,2025-07-31,2025-08-13,4.392,77.126,2231710063.0,53453896.0,117969000.0,30000000.0,4.116,0.962,0.7,0.468,3,Technology,Communication Equipment,1B-10B,9925201113.0,99.86,98.27
2025-07,CGNX,2025-07-31,2025-08-13,4.31,30.865,6784921308.0,59648416.0,99387146.0,30000000.0,1.973,0.999,0.6,0.701,1,Technology,"Hardware, Equipment & Parts",1B-10B,11193372754.0,104.86,95.37
2025-07,BWXT,2025-07-23,2025-08-05,4.309,29.963,13134792045.0,94848096.0,172600264.0,30000000.0,1.923,0.962,0.8,0.625,1,Industrials,Aerospace & Defense,10B-100B,19312367741.0,95.11,99.55
2025-07,MOD,2025-07-23,2025-08-05,4.115,49.75,5209841922.0,67618970.0,197889271.0,30000000.0,3.103,0.981,0.8,0.419,1,Consumer Cyclical,Auto - Parts,1B-10B,15017843921.0,107.68,97.77
2025-07,ALNY,2025-07-29,2025-08-11,4.095,33.933,44132579259.0,285099375.0,558325486.0,30000000.0,2.256,0.977,0.8,0.491,2,Healthcare,Biotechnology,10B-100B,38029719789.0,104.24,99.57
2025-06,INSM,2025-06-10,2025-06-24,4.752,49.83,19709300588.0,225694632.0,474408831.0,30000000.0,2.691,0.994,0.7,0.623,3,Healthcare,Biotechnology,10B-100B,22518412384.0,105.8,91.54
2025-06,QS,2025-06-24,2025-07-08,4.493,92.925,2663578191.0,97006289.0,289303356.0,30000000.0,4.625,0.969,0.7,0.456,2,Consumer Cyclical,Auto - Parts,1B-10B,4939614983.0,41.97,88.29
2025-05,NVTS,2025-05-22,2025-06-05,5.614,216.754,1180251534.0,229844449.0,560367176.0,30000000.0,6.495,0.803,0.5,0.843,2,Technology,Semiconductors,1B-10B,5293603415.0,51.88,88.92
2025-05,INSM,2025-05-29,2025-06-11,4.756,47.649,15001437300.0,116573074.0,169409794.0,30000000.0,2.591,0.99,0.8,0.647,4,Healthcare,Biotechnology,10B-100B,22518412384.0,105.8,91.54
2025-05,NXT,2025-05-02,2025-05-15,4.058,47.098,6265680855.0,47070386.0,106692324.0,30000000.0,3.007,0.975,0.9,0.291,1,Technology,Consumer Electronics,1B-10B,18746560777.0,113.32,97.57
2025-04,BULL,2025-04-11,2025-04-25,8.268,43.677,7046597466.0,52096350.0,111884784.0,30000000.0,1.386,0.217,0.2,4.298,1,Technology,Software - Application,1B-10B,3759958044.0,51.5,77.6
2025-03,RGC,2025-03-13,2025-03-26,13.905,823.81,6967348646.0,166204689.0,2135050547.0,30000000.0,5.056,0.562,0.6,0.544,1,Healthcare,Drug Manufacturers - Specialty & Generic,1B-10B,13514381725.0,0.14,11.38
2025-03,PTGX,2025-03-03,2025-03-14,4.72,45.73,2475987793.0,40350365.0,73236014.0,30000000.0,2.523,0.904,0.5,1.003,1,Healthcare,Biotechnology,1B-10B,6656226924.0,125.17,81.62
2025-03,OKTA,2025-03-04,2025-03-17,4.301,32.676,19158733235.0,261039475.0,502620382.0,30000000.0,2.079,0.989,0.7,0.768,1,Technology,Software - Infrastructure,10B-100B,14449976160.0,98.97,98.8
2025-02,LNTH,2025-02-25,2025-03-10,4.724,39.341,5211741495.0,88074206.0,123075015.0,30000000.0,2.221,0.988,0.8,0.46,2,Healthcare,Drug Manufacturers - Specialty & Generic,1B-10B,6124528700.0,116.42,89.65
2025-01,FUBO,2025-01-06,2025-01-21,6.051,154.861,548430363.0,83526884.0,227872626.0,30000000.0,4.889,0.569,0.4,1.343,1,Communication Services,Broadcasting,300M-1B,1078435199.0,46.9,99.09
2025-01,MIDD,2025-01-13,2025-01-27,4.38,27.695,6373671871.0,58171548.0,86516578.0,30000000.0,1.765,0.965,0.9,0.626,3,Industrials,Industrial - Machinery,1B-10B,7284662643.0,109.18,83.31
2024-12,ASAN,2024-12-04,2024-12-17,6.954,73.386,3768934124.0,47722701.0,151313092.0,30000000.0,2.503,0.948,0.6,0.657,3,Technology,Software - Application,1B-10B,1509478354.0,65.8,54.88
2024-12,AVGO,2024-12-03,2024-12-16,5.576,50.141,796134418945.0,2862658577.0,5291004694.0,30000000.0,2.305,0.993,0.6,0.538,2,Technology,Semiconductors,100B+,2028473797851.0,80.58,98.77
2024-12,LAES,2024-12-12,2024-12-26,5.237,661.739,426005065.0,76084359.0,366036880.0,30000000.0,12.261,0.94,0.7,0.284,1,Technology,Semiconductors,300M-1B,704635405.0,11.55,77.0
2024-12,RBRK,2024-12-03,2024-12-16,4.581,52.761,10481879188.0,65047796.0,240345590.0,30000000.0,2.925,0.996,0.8,0.439,1,Technology,Software - Infrastructure,10B-100B,12795178266.0,76.91,97.79
2024-12,RR,2024-12-23,2025-01-07,4.424,204.724,438248106.0,43422965.0,126710763.0,30000000.0,7.965,0.744,0.6,0.475,1,Industrials,Industrial - Machinery,300M-1B,614888924.0,41.17,78.11
2024-12,CRDO,2024-12-03,2024-12-16,4.086,61.611,13038766307.0,210412026.0,389197470.0,30000000.0,3.715,0.978,0.6,0.815,1,Technology,Communication Equipment,10B-100B,38775066532.0,76.14,89.99
2024-12,RGTI,2024-12-04,2024-12-17,4.082,254.459,1032988313.0,162174060.0,919335257.0,30000000.0,9.803,0.994,0.8,0.295,1,Technology,Computer Hardware,1B-10B,6812408459.0,56.48,98.57
2024-12,QBTS,2024-12-05,2024-12-18,4.014,201.684,1396507513.0,231278604.0,410637268.0,30000000.0,8.7,0.853,0.7,0.334,1,Technology,Computer Hardware,1B-10B,8901346299.0,49.37,97.54
2024-11,AXON,2024-11-04,2024-11-15,7.769,40.745,34785440963.0,206727640.0,424491580.0,30000000.0,1.391,0.959,0.8,0.738,6,Industrials,Aerospace & Defense,10B-100B,31786237454.0,91.35,95.26
2024-11,QUBT,2024-11-13,2024-11-26,7.574,381.884,599888633.0,60521074.0,347648288.0,30000000.0,6.565,0.723,0.7,0.417,1,Technology,Computer Hardware,300M-1B,2295814394.0,43.48,88.86
2024-11,BE,2024-11-07,2024-11-20,6.799,126.071,3035016166.0,57982299.0,220262879.0,30000000.0,3.794,0.987,0.7,0.57,10,Industrials,Electrical Equipment & Parts,1B-10B,80759305513.0,88.04,98.09
2024-11,APP,2024-11-07,2024-11-20,6.796,92.952,82898522203.0,1348906830.0,2174499268.0,30000000.0,3.059,0.95,0.8,0.579,9,Technology,Software - Application,10B-100B,160874177553.0,76.6,83.64
2024-11,LBTYA,2024-11-08,2024-11-21,5.872,29.746,3484293968.0,47522652.0,53115212.0,30000000.0,1.402,0.992,0.6,0.415,4,Communication Services,Telecommunications Services,1B-10B,4067820451.0,103.38,157.97
2024-11,FRSH,2024-11-01,2024-11-14,5.681,39.487,3463257763.0,42837750.0,84358070.0,30000000.0,1.852,0.957,0.7,0.753,4,Technology,Software - Application,1B-10B,2474576709.0,83.5,89.38
2024-11,ACHR,2024-11-15,2024-11-29,5.578,123.077,3115003978.0,67880776.0,263125980.0,30000000.0,4.548,0.973,0.7,0.267,2,Industrials,Aerospace & Defense,1B-10B,4956721659.0,49.19,84.23
2024-11,PLTR,2024-11-04,2024-11-15,5.41,56.894,99272704089.0,3122864753.0,5780516347.0,30000000.0,2.633,0.997,0.7,0.468,2,Technology,Software - Infrastructure,10B-100B,328168086518.0,64.38,91.65
2024-11,SNOW,2024-11-20,2024-12-04,5.366,43.205,44636784683.0,774224160.0,1661104585.0,30000000.0,2.116,0.998,0.6,0.788,4,Technology,Software - Application,10B-100B,52373550801.0,76.69,97.24
2024-11,RGTI,2024-11-22,2024-12-06,5.038,195.946,577942015.0,149360640.0,284928593.0,30000000.0,6.811,0.998,0.7,0.422,2,Technology,Computer Hardware,300M-1B,6812408459.0,56.48,98.57
2024-11,GSAT,2024-11-01,2024-11-14,4.856,80.0,2681124847.0,45532623.0,86360025.0,30000000.0,3.827,0.887,0.6,0.477,1,Communication Services,Telecommunications Services,1B-10B,10576619599.0,26.75,40.1
2024-11,BILL,2024-11-01,2024-11-14,4.784,48.012,5765435135.0,78728749.0,189380611.0,30000000.0,2.592,0.947,0.8,0.407,8,Technology,Software - Application,1B-10B,4106858189.0,104.89,89.21
2024-11,WSM,2024-11-20,2024-12-04,4.771,36.25,20832569148.0,147851190.0,404895392.0,30000000.0,2.05,0.998,0.6,0.787,3,Consumer Cyclical,Specialty Retail,10B-100B,20958726159.0,98.92,98.7
2024-11,TOST,2024-11-06,2024-11-19,4.759,37.942,18898319424.0,263600436.0,505532235.0,30000000.0,2.137,1.0,0.9,0.427,5,Technology,Software - Infrastructure,10B-100B,14223719566.0,89.8,94.28
2024-11,INOD,2024-11-08,2024-11-21,4.686,89.934,1396996178.0,46616769.0,99643091.0,30000000.0,4.329,0.93,0.6,0.879,2,Technology,Information Technology Services,1B-10B,3390605730.0,54.1,96.03
2024-11,GRAB,2024-11-07,2024-11-20,4.613,34.123,17501560471.0,88634151.0,297826387.0,30000000.0,2.013,0.998,0.6,0.375,3,Technology,Software - Application,10B-100B,14960350286.0,66.79,70.06
2024-11,EPAM,2024-11-01,2024-11-14,4.558,29.796,9885695091.0,93378850.0,166785464.0,30000000.0,1.809,0.981,0.9,0.533,4,Technology,Information Technology Services,1B-10B,5085997342.0,119.34,96.28
2024-11,QLYS,2024-11-01,2024-11-14,4.535,25.285,4238014529.0,42699279.0,85518776.0,30000000.0,1.572,0.879,0.5,0.961,1,Technology,Software - Infrastructure,1B-10B,3223412580.0,109.04,99.17
2024-11,DDOG,2024-11-12,2024-11-25,4.441,28.008,43656922986.0,387525290.0,869902166.0,30000000.0,1.758,0.997,0.8,0.298,2,Technology,Software - Application,10B-100B,71571741825.0,94.3,99.42
2024-11,HUBS,2024-11-01,2024-11-14,4.418,25.507,28949802136.0,263836202.0,499161593.0,30000000.0,1.626,0.961,0.7,0.332,1,Technology,Software - Application,10B-100B,9800002018.0,98.9,96.4
2024-11,DOCU,2024-11-22,2024-12-06,4.39,33.487,16132015214.0,107019367.0,226092942.0,30000000.0,2.081,0.992,0.6,0.851,1,Technology,Software - Application,10B-100B,8838315935.0,97.06,99.38
2024-11,GTLS,2024-11-01,2024-11-14,4.38,40.308,6222526864.0,115582710.0,177446256.0,30000000.0,2.445,0.961,0.7,0.318,2,Industrials,Industrial - Machinery,1B-10B,9945991209.0,104.83,99.45
2024-11,SOUN,2024-11-22,2024-12-06,4.376,115.043,3516233041.0,257256918.0,600167545.0,30000000.0,5.533,0.994,0.6,0.356,2,Technology,Software - Application,1B-10B,3601475054.0,44.58,97.54
2024-11,AAOI,2024-11-07,2024-11-20,4.325,110.179,1436345559.0,58984300.0,112595700.0,30000000.0,5.431,0.999,0.8,0.591,1,Technology,Semiconductors,1B-10B,14836887924.0,68.6,95.01
2024-11,TEAM,2024-11-01,2024-11-14,4.302,32.593,56932819300.0,546533553.0,649462297.0,30000000.0,2.074,0.975,0.7,0.616,2,Technology,Software - Application,10B-100B,22156471821.0,110.76,98.68
2024-11,GLBE,2024-11-18,2024-12-02,4.247,29.901,6916349504.0,31398826.0,82026547.0,30000000.0,1.948,0.99,0.8,0.433,2,Consumer Cyclical,Specialty Retail,1B-10B,5067810232.0,69.32,63.17
2024-11,QBTS,2024-11-22,2024-12-06,4.211,156.853,1085349341.0,62396650.0,93140906.0,30000000.0,7.084,0.969,0.6,0.421,1,Technology,Computer Hardware,1B-10B,8901346299.0,49.37,97.54
2024-11,ULTA,2024-11-22,2024-12-06,4.065,26.386,14799601171.0,279541493.0,416647862.0,30000000.0,1.822,0.956,0.7,0.367,1,Consumer Cyclical,Specialty Retail,10B-100B,22392280298.0,101.77,99.67
2024-10,DRUG,2024-10-15,2024-10-28,7.618,1813.253,376707822.0,36787608.0,96608464.0,30000000.0,12.252,0.603,0.4,0.928,1,Healthcare,Biotechnology,300M-1B,847078774.0,93.0,52.25
2024-10,MDGL,2024-10-25,2024-11-07,6.598,74.812,4857135624.0,45398787.0,220092560.0,30000000.0,2.677,0.964,0.9,0.374,9,Healthcare,Biotechnology,1B-10B,11459354057.0,107.07,60.07
2024-10,IDCC,2024-10-29,2024-11-11,6.51,29.008,3867191611.0,60256392.0,73472349.0,30000000.0,1.237,0.999,0.9,0.379,2,Technology,Software - Application,1B-10B,6967173551.0,107.36,98.04
2024-10,TWLO,2024-10-31,2024-11-13,6.352,41.491,12240562007.0,258043117.0,381330028.0,30000000.0,1.728,0.998,0.9,0.385,3,Communication Services,Internet Content & Information,10B-100B,30140771344.0,94.3,99.55
2024-10,PAYC,2024-10-24,2024-11-06,6.315,40.574,7867762738.0,54068937.0,193169407.0,30000000.0,1.705,0.989,0.9,0.568,10,Technology,Software - Application,1B-10B,6594097793.0,101.66,85.56
2024-10,FRSH,2024-10-31,2024-11-13,5.773,40.101,3362665214.0,42837750.0,69439843.0,30000000.0,1.847,0.975,0.7,0.744,4,Technology,Software - Application,1B-10B,2474576709.0,83.5,89.38
2024-10,GRMN,2024-10-28,2024-11-08,5.641,31.066,32070057204.0,158079099.0,236041746.0,30000000.0,1.517,0.991,0.7,0.773,6,Technology,"Hardware, Equipment & Parts",10B-100B,46744485327.0,58.57,85.36
2024-10,BILL,2024-10-30,2024-11-12,5.501,56.984,5661526675.0,52257845.0,136350611.0,30000000.0,2.592,0.987,0.9,0.354,8,Technology,Software - Application,1B-10B,4106858189.0,104.89,89.21
2024-10,RDDT,2024-10-25,2024-11-07,5.378,67.226,15662535411.0,316417176.0,1029539568.0,30000000.0,3.023,0.986,0.6,0.682,6,Communication Services,Internet Content & Information,10B-100B,30707116808.0,89.21,98.33
2024-10,APP,2024-10-28,2024-11-08,4.969,79.428,55883281568.0,429584531.0,612943157.0,30000000.0,3.72,0.99,0.6,0.65,9,Technology,Software - Application,10B-100B,160874177553.0,76.6,83.64
2024-10,INCY,2024-10-28,2024-11-08,4.933,28.139,13123689126.0,96728826.0,176988804.0,30000000.0,1.589,0.993,0.9,0.459,2,Healthcare,Biotechnology,10B-100B,20042144819.0,106.68,83.83
2024-10,EVGO,2024-10-03,2024-10-16,4.892,115.013,1983591164.0,35271544.0,75046072.0,30000000.0,4.948,0.996,0.7,0.621,1,Consumer Cyclical,Specialty Retail,1B-10B,621441536.0,68.7,94.42
2024-10,EPAM,2024-10-31,2024-11-13,4.778,31.511,9855915754.0,93378850.0,165611652.0,30000000.0,1.813,0.997,0.9,0.508,4,Technology,Information Technology Services,1B-10B,5085997342.0,119.34,96.28
2024-10,OKLO,2024-10-15,2024-10-28,4.666,144.024,2022076424.0,391423410.0,773597791.0,30000000.0,6.046,0.966,0.6,0.393,1,Utilities,Regulated Electric,1B-10B,13560929699.0,55.31,84.21
2024-10,TEAM,2024-10-31,2024-11-13,4.294,32.735,47845392248.0,546533553.0,649462297.0,30000000.0,2.085,0.991,0.7,0.614,2,Technology,Software - Application,10B-100B,22156471821.0,110.76,98.68
2024-10,ROOT,2024-10-30,2024-11-12,4.124,89.512,640638310.0,32205746.0,91119873.0,30000000.0,4.902,0.635,0.7,0.82,2,Financial Services,Insurance - Property & Casualty,300M-1B,896007594.0,65.3,90.22
2024-10,GTLS,2024-10-31,2024-11-13,4.061,40.332,5778334177.0,97448806.0,177446256.0,30000000.0,2.639,0.988,0.7,0.318,2,Industrials,Industrial - Machinery,1B-10B,9945991209.0,104.83,99.45
2024-10,GXO,2024-10-07,2024-10-18,4.041,27.809,5655788456.0,32996192.0,88789054.0,30000000.0,1.92,0.995,0.7,0.537,1,Industrials,Integrated Freight & Logistics,1B-10B,5846769108.0,103.76,93.66
2024-09,PCVX,2024-09-03,2024-09-16,5.158,41.456,15905405030.0,71663323.0,197354844.0,30000000.0,2.126,0.956,0.6,0.895,2,Healthcare,Biotechnology,10B-100B,7796031027.0,113.9,91.56
2024-09,SMMT,2024-09-09,2024-09-20,4.554,98.778,14855752056.0,153792637.0,369513766.0,30000000.0,4.771,0.72,0.5,0.647,1,Healthcare,Biotechnology,10B-100B,14483194011.0,15.41,19.09
2024-08,FTNT,2024-08-07,2024-08-20,7.104,35.406,51742856089.0,336891320.0,433806197.0,30000000.0,1.349,0.99,0.9,0.744,5,Technology,Software - Infrastructure,10B-100B,85416778306.0,74.18,84.3
2024-08,ADMA,2024-08-08,2024-08-21,6.007,55.808,2825309488.0,40233127.0,56607908.0,30000000.0,2.334,0.968,0.7,0.608,2,Healthcare,Biotechnology,1B-10B,1826369053.0,93.56,97.82
2024-08,PCVX,2024-08-30,2024-09-13,5.577,46.317,11661557061.0,34532976.0,197354844.0,30000000.0,2.158,0.971,0.7,0.815,2,Healthcare,Biotechnology,10B-100B,7796031027.0,113.9,91.56
2024-08,AXON,2024-08-06,2024-08-19,5.215,30.371,23777614487.0,148339171.0,195639548.0,30000000.0,1.608,0.986,0.7,0.636,3,Industrials,Aerospace & Defense,10B-100B,31786237454.0,91.35,95.26
2024-08,YOU,2024-08-05,2024-08-16,5.167,46.401,2602385428.0,43558421.0,57772700.0,30000000.0,2.333,0.984,0.9,0.568,3,Technology,Software - Application,1B-10B,7603991116.0,98.87,87.18
2024-08,ZM,2024-08-13,2024-08-26,5.092,28.923,16692879072.0,92107041.0,171316719.0,30000000.0,1.578,0.986,0.9,0.48,2,Technology,Software - Application,10B-100B,31564716790.0,78.46,98.33
2024-08,KEYS,2024-08-08,2024-08-21,4.269,31.662,21115387385.0,122500048.0,221366426.0,30000000.0,2.037,0.999,0.8,0.473,1,Technology,"Hardware, Equipment & Parts",10B-100B,62831654666.0,92.49,99.39
2024-08,IOVA,2024-08-08,2024-08-21,4.25,61.392,3545229030.0,53288014.0,77627825.0,30000000.0,3.562,0.995,0.8,0.465,1,Healthcare,Biotechnology,1B-10B,1652058868.0,67.74,86.88
2024-07,LUMN,2024-07-25,2024-08-07,13.91,336.184,1689710006.0,31304864.0,202906430.0,30000000.0,3.348,0.847,0.8,0.447,5,Communication Services,Telecommunications Services,1B-10B,8592793569.0,73.55,91.96
2024-07,SERV,2024-07-19,2024-08-01,7.697,556.274,584168436.0,214268784.0,887547906.0,30000000.0,7.73,0.716,0.7,0.561,1,Industrials,Industrial - Machinery,300M-1B,684753729.0,44.26,83.26
2024-07,HE,2024-07-08,2024-07-19,7.009,116.708,1336082416.0,30642029.0,77505272.0,30000000.0,3.489,0.963,0.7,0.41,3,Utilities,Diversified Utilities,1B-10B,2404603108.0,85.06,99.62
2024-07,LNTH,2024-07-10,2024-07-23,4.695,48.674,6912963297.0,81861148.0,194629029.0,30000000.0,2.671,0.91,0.5,0.787,4,Healthcare,Drug Manufacturers - Specialty & Generic,1B-10B,6124528700.0,116.42,89.65
2024-07,AVTR,2024-07-17,2024-07-30,4.536,28.425,14624620787.0,122662739.0,292572834.0,30000000.0,1.744,1.0,0.8,0.459,2,Healthcare,Medical - Instruments & Supplies,10B-100B,5441560582.0,102.76,97.29
2024-07,ACHR,2024-07-02,2024-07-16,4.029,57.602,2819419659.0,31986330.0,53925825.0,30000000.0,3.57,0.985,0.8,0.272,1,Industrials,Aerospace & Defense,1B-10B,4956721659.0,49.19,84.23
2024-06,ALNY,2024-06-21,2024-07-05,9.536,59.485,22123032471.0,172136041.0,518777969.0,30000000.0,1.548,0.993,0.9,0.635,10,Healthcare,Biotechnology,10B-100B,38029719789.0,104.24,99.57
2024-06,GWRE,2024-06-05,2024-06-18,4.528,25.414,10790440978.0,62113399.0,94389799.0,30000000.0,1.582,0.981,0.6,0.73,1,Technology,Software - Application,10B-100B,11371191214.0,107.1,90.14
2024-06,AVGO,2024-06-05,2024-06-18,4.378,35.445,669055930664.0,2512051160.0,6784923418.0,30000000.0,2.191,0.973,0.8,0.381,2,Technology,Semiconductors,100B+,2028473797851.0,80.58,98.77
2024-06,SRPT,2024-06-07,2024-06-21,4.373,36.853,13019659110.0,82838209.0,177856898.0,30000000.0,2.269,0.928,0.5,0.84,1,Healthcare,Biotechnology,10B-100B,2048178614.0,99.59,89.61
2024-06,CORZ,2024-06-04,2024-06-17,4.074,98.973,2171156500.0,114625769.0,150830025.0,30000000.0,5.341,0.906,0.8,0.492,1,Technology,Software - Infrastructure,1B-10B,7295467302.0,123.58,80.38
2024-05,INSM,2024-05-28,2024-06-10,13.701,172.273,10417122910.0,124292860.0,334479642.0,30000000.0,2.312,0.986,0.7,0.78,7,Healthcare,Biotechnology,10B-100B,22518412384.0,105.8,91.54
2024-05,GME,2024-05-02,2024-05-15,9.8,262.511,5721267109.0,110435248.0,620411199.0,30000000.0,4.156,0.61,0.5,0.432,2,Consumer Cyclical,Specialty Retail,1B-10B,10388852580.0,37.22,91.11
2024-05,NVAX,2024-05-10,2024-05-23,6.233,238.926,1460210505.0,180923136.0,351121661.0,30000000.0,6.193,0.871,0.7,0.562,1,Healthcare,Biotechnology,1B-10B,1562162140.0,69.48,86.03
2024-05,WIX,2024-05-13,2024-05-24,5.891,39.048,6991577477.0,104881721.0,147475451.0,30000000.0,1.77,0.977,0.7,0.649,6,Technology,Software - Infrastructure,1B-10B,4365813792.0,151.98,70.42
2024-05,VMI,2024-05-01,2024-05-14,5.765,26.816,4032215115.0,47152759.0,54656902.0,30000000.0,1.303,0.987,0.7,0.688,2,Industrials,Conglomerates,1B-10B,10017443425.0,95.64,96.91
2024-05,FSLR,2024-05-15,2024-05-29,5.383,48.789,20623523388.0,275124370.0,1024172580.0,30000000.0,2.334,0.971,0.7,0.431,7,Energy,Solar,10B-100B,25065645291.0,97.95,94.56
2024-05,GMED,2024-05-07,2024-05-20,5.335,31.808,6936435780.0,46616472.0,75040361.0,30000000.0,1.637,0.989,0.7,0.666,2,Healthcare,Medical - Devices,1B-10B,10356033793.0,102.01,98.58
2024-05,GEN,2024-05-03,2024-05-16,5.236,29.116,12131445222.0,70828758.0,137134256.0,30000000.0,1.543,0.998,0.9,0.558,2,Technology,Software - Infrastructure,10B-100B,13566868347.0,90.84,75.93
2024-05,KD,2024-05-03,2024-05-16,5.043,37.355,4630685356.0,32462772.0,68137904.0,30000000.0,1.99,0.961,0.6,0.774,4,Technology,Information Technology Services,1B-10B,2660276884.0,83.41,92.61
2024-05,TECH,2024-05-01,2024-05-14,4.968,33.128,11501540969.0,64591015.0,99585257.0,30000000.0,1.822,0.996,0.8,0.525,2,Healthcare,Biotechnology,10B-100B,7424490508.0,117.81,100.1
2024-05,BBY,2024-05-24,2024-06-07,4.76,26.267,14951549807.0,209293560.0,347605826.0,30000000.0,1.549,0.988,0.7,0.54,2,Consumer Cyclical,Specialty Retail,10B-100B,12049067131.0,99.18,93.82
2024-05,ELAN,2024-05-02,2024-05-15,4.593,29.582,6727585801.0,50331221.0,64350675.0,30000000.0,1.784,0.978,0.6,0.859,4,Healthcare,Drug Manufacturers - Specialty & Generic,1B-10B,10848044811.0,111.55,99.07
2024-05,BEPC,2024-05-01,2024-05-14,4.586,32.917,3741328364.0,31962626.0,48904933.0,30000000.0,1.962,0.967,0.8,0.355,1,Utilities,Renewable Utilities,1B-10B,5432274906.0,77.77,90.92
2024-04,HWM,2024-04-23,2024-05-06,5.473,27.411,25910960359.0,147726569.0,280690136.0,30000000.0,1.4,1.0,0.8,0.593,1,Industrials,Industrial - Machinery,10B-100B,109461404186.0,94.72,99.11
2024-04,THC,2024-04-29,2024-05-10,4.669,32.248,8540483872.0,128036262.0,189456539.0,30000000.0,1.893,0.988,0.8,0.445,3,Healthcare,Medical - Care Facilities,1B-10B,16510740782.0,98.13,95.82
2024-04,ELAN,2024-04-26,2024-05-09,4.361,31.902,6622701390.0,36925305.0,55497962.0,30000000.0,2.008,0.987,0.7,0.804,1,Healthcare,Drug Manufacturers - Specialty & Generic,1B-10B,10848044811.0,111.55,99.07
2024-04,TECH,2024-04-30,2024-05-13,4.056,27.066,9896711199.0,64591015.0,100140111.0,30000000.0,1.868,0.991,0.7,0.627,2,Healthcare,Biotechnology,1B-10B,7424490508.0,117.81,100.1
2024-03,APGE,2024-03-04,2024-03-15,5.605,83.432,3144687146.0,40184767.0,63918865.0,30000000.0,3.423,0.945,0.7,0.579,1,Healthcare,Biotechnology,1B-10B,6373754973.0,109.25,96.09
2024-03,WSM,2024-03-11,2024-03-22,4.602,33.095,14065316624.0,199755620.0,421075535.0,30000000.0,1.965,0.989,0.8,0.572,4,Consumer Cyclical,Specialty Retail,10B-100B,20958726159.0,98.92,98.7
2024-03,SMTC,2024-03-26,2024-04-09,4.568,56.084,2343691967.0,78651087.0,166119954.0,30000000.0,3.082,0.971,0.7,0.275,1,Technology,Semiconductors,1B-10B,12712922697.0,108.88,99.43
2024-03,ATMU,2024-03-20,2024-04-03,4.422,27.885,2249258782.0,82565424.0,151861236.0,30000000.0,1.759,0.993,1.0,0.234,1,Industrials,Industrial - Pollution & Treatment Controls,1B-10B,4622659660.0,103.18,99.2
2024-03,MU,2024-03-20,2024-04-03,4.151,36.181,108544397991.0,2481325142.0,4622923060.0,30000000.0,2.353,0.998,0.8,0.428,1,Technology,Semiconductors,100B+,896920686279.0,83.17,99.64
2024-02,SOUN,2024-02-15,2024-02-29,7.68,228.319,1602549846.0,135844684.0,604095451.0,30000000.0,4.895,0.938,0.7,0.428,2,Technology,Software - Application,1B-10B,3601475054.0,44.58,97.54
2024-02,VKTX,2024-02-14,2024-02-28,6.986,208.824,3742084905.0,80959419.0,136149489.0,30000000.0,5.104,0.951,0.7,0.703,8,Healthcare,Biotechnology,1B-10B,3682871026.0,64.5,97.57
2024-02,EME,2024-02-22,2024-03-06,6.797,29.196,11518920007.0,78330240.0,231905323.0,30000000.0,1.192,0.986,1.0,0.375,7,Industrials,Engineering & Construction,10B-100B,41396118776.0,96.25,98.74
2024-02,DELL,2024-02-16,2024-03-01,6.052,50.617,54992913315.0,256541306.0,591648618.0,30000000.0,2.14,0.951,0.7,0.671,5,Technology,Computer Hardware,10B-100B,161328218802.0,82.15,93.11
2024-02,VST,2024-02-22,2024-03-06,5.675,31.875,16121717127.0,226409625.0,420058746.0,30000000.0,1.542,0.993,0.9,0.162,4,Utilities,Independent Power Producers,10B-100B,51476419345.0,91.38,93.27
2024-02,KRYS,2024-02-22,2024-03-06,5.559,61.429,3300553323.0,30800420.0,76931900.0,30000000.0,2.724,0.918,0.6,0.718,4,Healthcare,Biotechnology,1B-10B,9223625612.0,99.54,79.44
2024-02,CEG,2024-02-22,2024-03-06,5.382,36.971,48326487840.0,199124067.0,716683313.0,30000000.0,1.849,0.97,0.8,0.497,8,Utilities,Renewable Utilities,10B-100B,108576093717.0,85.37,94.58
2024-02,PEGA,2024-02-14,2024-02-28,5.184,33.072,4238062673.0,30593376.0,40861531.0,30000000.0,1.743,0.93,0.4,1.067,2,Technology,Software - Application,1B-10B,5725395393.0,60.76,52.19
2024-02,FROG,2024-02-02,2024-02-15,5.082,41.659,4233236345.0,47274100.0,76577709.0,30000000.0,2.167,0.976,0.7,0.719,1,Technology,Software - Application,1B-10B,8361065832.0,89.26,88.72
2024-02,PLTR,2024-02-02,2024-02-15,4.789,55.603,40802256063.0,981588928.0,2756825599.0,30000000.0,2.92,0.995,0.7,0.607,2,Technology,Software - Infrastructure,10B-100B,328168086518.0,64.38,91.65
2024-02,MSTR,2024-02-26,2024-03-08,4.51,107.39,27913152164.0,1807679849.0,4102167774.0,30000000.0,5.114,0.982,0.9,0.29,1,Technology,Software - Application,10B-100B,68666704771.0,65.21,95.56
2024-02,FIX,2024-02-22,2024-03-06,4.256,29.625,8724921488.0,86982462.0,153139481.0,30000000.0,1.928,0.952,0.8,0.457,3,Industrials,Engineering & Construction,1B-10B,71565829681.0,96.88,102.1
